Name,Address
SPEKS OPTICAL,"1850 LAKEPOINTE DRIVE, LEWISVILLE, TEXAS 75057 UNITED STATES"
PEEPER'S,"64 HIGHLAND PARK, DALLAS, TEXAS 75205 UNITED STATES"
AMERICAN EYEWEAR,"8309 PRESTON ROAD, DALLAS, TEXAS 75225 UNITED STATES"
III'S,"1925  11th-AVE-SOUTH, BIRMINGHAM, ALABAMA 35205 UNITED STATES"
I C OPTICS,"75 JOHN PORTMAN BLVD., ATLANTA, GEORGIA 30303 UNITED STATES"
COLONY SQUARE EYE CARE,"1197 PEACHTREE ST NE, SUITE 3120, ATLANTA, GEORGIA 30361 UNITED STATES"
LESTANNE OPTICIANS,"110 E. ANDREWS DRIVE, ATLANTA, GEORGIA 30305 UNITED STATES"
THE EYE GALLERY,"3330 PIEDMONT ROAD NE, ATLANTA, GEORGIA 30305 UNITED STATES"
CARLIN VISION,"2377 LENORA CHURCH ROAD, SNELLVILLE, GEORGIA 30078 UNITED STATES"
ROSWELL EYE CLINICS,"1190 GRIMES BRIDGE ROAD, ROSWELL, GEORGIA 30075 UNITED STATES"
DEVINE EYES,"2421 DEVINE STREET, COLUMBIA, SOUTH CAROLINA 29205 UNITED STATES"
APPLE TREE OPTICAL,"7520 MONTGOMERY BLVD. N.E., ALBUQUERQUE, NEW MEXICO 87109 UNITED STATES"
THE EYEWEAR GALLERY,"428 PERKINS EXTD., MEMPHIS, TENNESSEE 38117 UNITED STATES"
FAMILY VISION PC,"2808 E NORTH AVE, ANDERSON, SOUTH CAROLINA 29625 UNITED STATES"
SOUTHPARK OPTICAL,"4400 SHARON ROAD, CHARLOTTE, NORTH CAROLINA 28211 UNITED STATES"
DILWORTH EYE ASSOCIATES,"1820 EAST BLVD., CHARLOTTE, NORTH CAROLINA 28203 UNITED STATES"
DR. STEVEN C. MOORE & ASSOCIATES,"100 N. TRYON  STREET, CHARLOTTE, NORTH CAROLINA 28202 UNITED STATES"
CUSTOM EYES,"1540 S. 2ND STREET, WILMINGTON, NORTH CAROLINA 28401 UNITED STATES"
MIRAMAR EYE SPECIALISTS,"2230 LYNN ROAD, THOUSAND OAKS, CALIFORNIA 91360 UNITED STATES"
ROGERS OPTICAL,"672 LINDERO CANYON ROAD, OAK PARK, CALIFORNIA 91377 UNITED STATES"
DR. MATTHEW ALPERT,"20929 VENTURA BLVD., WOODLAND HILLS, CALIFORNIA 91364 UNITED STATES"
OPTICAL UNIVERSE,"18663 VENTURA BLVD., TARZANA, CALIFORNIA 91356 UNITED STATES"
OPTICAL OUTLOOK,"437 N. BEDFORD DRIVE, BEVERLY HILLS, CALIFORNIA 90210 UNITED STATES"
EYES OF THE MARINA,"13455 MAXELLA AVENUE, #135, MARINA DEL REY, CALIFORNIA 90292 UNITED STATES"
SEVEN HILLS VISION CENTER,"10608 S. EASTERN AVENUE, HENDERSON, NEVADA 89052 UNITED STATES"
PERSONAL EYES OPTICIANS,"7260 W. LAKE MEAD BLVD., LAS VEGAS, NEVADA 89128 UNITED STATES"
L'OPTIQUE (ALL SOULS),"7 ALL SOULS CRESCENT, ASHEVILLE, NORTH CAROLINA 28803 UNITED STATES"
DIGBY EYEWEAR,"719 GREEN VALLEY RD., GREENSBORO, NORTH CAROLINA 27408 UNITED STATES"
UPCHURCH OPTICAL,"5826 FAYETTEVILLE ROAD, DURHAM, NORTH CAROLINA 27713 UNITED STATES"
THE SPECTACLE,"4209 LASSITER MILL ROAD, RALEIGH, NORTH CAROLINA 27609 UNITED STATES"
FOR YOUR EYES ONLY,"6325 FALLS OF NEUSE ROAD, RALEIGH, NORTH CAROLINA 27615 UNITED STATES"
SIERRA EYE GROUP,"2830 WEST MAIN STREET, VISALIA, CALIFORNIA 93291 UNITED STATES"
EYEWEAR DURANGO,"140 E. 12TH ST., DURANGO, COLORADO 81301 UNITED STATES"
UPCHURCH OPTICAL CENTER,"5108 NORTH ROXBORO ROAD, DURHAM, NORTH CAROLINA 27704 UNITED STATES"
SELDEN OPTOMETRY,"209 GRANBY STREET, NORFOLK, VIRGINIA 23510 UNITED STATES"
ADVANCED VISION INSTITUTE,"5215 MONTICELLO AVENUE, WILLIAMSBURG, VIRGINIA 23188 UNITED STATES"
GROVE AVENUE EYE CENTER,"14431 SOMMERVILLE COURT, MIDLOTHIAN, VIRGINIA 23113 UNITED STATES"
GROVE AVENUE EYE CENTER,"3601 GROVE AVENUE, RICHMOND, VIRGINIA 23221 UNITED STATES"
PLAZA LANE OPTOMETRY,"1537 PACIFIC AVENUE, SUITE 100, SANTA CRUZ, CALIFORNIA 95060 UNITED STATES"
SITE FOR SORE EYES,"53 N. SANTA CRUZ AVENUE, LOS GATOS, CALIFORNIA 95030 UNITED STATES"
VISUALEYES,"1172 LINCOLN AVENUE, SAN JOSE, CALIFORNIA 95125 UNITED STATES"
DR. GARY GOLD & ASSOCIATES,"130 SOUTH SUNNYVALE AVENUE, SUNNYVALE, CALIFORNIA 94086 UNITED STATES"
EYE LITE OPTOMETRY,"286 STATE STREET, LOS ALTOS, CALIFORNIA 94022 UNITED STATES"
HINKLEY OPTOMETRIC CORPORATION,"1019 16TH STREET, MODESTO, CALIFORNIA 95354 UNITED STATES"
STANISLAUS VISION ASSOCIATES,"1700 Mc HENRY AVE-, # 77, MODESTO, CALIFORNIA 95350 UNITED STATES"
OPTICAL SHOP OF ASPEN,"308 S. GALENA ST   #1876, ASPEN, COLORADO 81611 UNITED STATES"
EUROPTICS,"1685 BRIARGATE PARKWAY  #307, COLORADO SPRINGS, COLORADO 80920 UNITED STATES"
OPTICAL EXPRESSIONS,"12422 OLIVE BLVD., CREVE COEUR, MISSOURI 63141 UNITED STATES"
CLARKSON EYECARE,"7 NORTH EUCLID, ST. LOUIS, MISSOURI 63108 UNITED STATES"
VOORTHUIS OPTICIANS,"530 KING STREET, ALEXANDRIA, VIRGINIA 22314 UNITED STATES"
BRUCE MEBINE & ASSOCIATES,"340 WEST PORTAL AVENUE, SAN FRANCISCO, CALIFORNIA 94127 UNITED STATES"
EYES ON YOU,"251 RHODE ISLAND STREET, SAN FRANCISCO, CALIFORNIA 94103 UNITED STATES"
MONTCLAIR OPTICAL,"2067 ANTIOCH COURT, OAKLAND, CALIFORNIA 94611 UNITED STATES"
GREAT SPECTACLES,"622 LINCOLN CENTER, STOCKTON, CALIFORNIA 95207 UNITED STATES"
20/20 EYECARE,"3122 BLAKE AVENUE, GLENWOOD SPRINGS, COLORADO 81601 UNITED STATES"
CASTLE ROCK EYEWEAR,"856 HAPPY CANYON ROAD #110, CASTLE ROCK, COLORADO 80108 UNITED STATES"
EYE TO EYE CARE,"9225 S BROADWAY, HIGHLANDS RANCH, COLORADO 80129 UNITED STATES"
ADVANCED EYECARE CENTERS,"9695 S. YOSEMITE STREET, LONE TREE, COLORADO 80124 UNITED STATES"
EUROPTICS,"7301 S. SANTA FE DRIVE, LITTLETON, COLORADO 80120 UNITED STATES"
ADVANCED EYECARE CENTERS,"7447-6 E. ARAPAHOE ROAD, CENTENNIAL, COLORADO 80112 UNITED STATES"
EUROPTICS,"6010 S. HOLLY STREET, GREENWOOD VILLAGE, COLORADO 80111 UNITED STATES"
INTERNATIONAL OPTIQUE,"7800 E. HAMPDEN AVENUE, DENVER, COLORADO 80231 UNITED STATES"
OPTICAL MASTERS,"820 S. MONACO PARKWAY, DENVER, COLORADO 80224 UNITED STATES"
OAKLEY SQUARE EYE ASSOCIATES,"3039 MADISON ROAD, CINCINNATI, OHIO 45209 UNITED STATES"
SIGHT,"500 WYOMING AVENUE, WYOMING, OHIO 45215 UNITED STATES"
VIRGINIA VISION ASSOCIATES,"3800 NORTH FAIRFAX DRIVE, ARLINGTON, VIRGINIA 22203 UNITED STATES"
MODERNE EYE OPTOMETRY,"5330 COLLEGE AVENUE, OAKLAND, CALIFORNIA 94618 UNITED STATES"
FOCAL POINT,"2638 ASHBY AVENUE, BERKELEY, CALIFORNIA 94705 UNITED STATES"
DR. NICK GUTIERREZ,"2615 CAPITOL AVENUE, SACRAMENTO, CALIFORNIA 95816 UNITED STATES"
ADLINGTON EYE CENTER,"500 W. PLUMB LANE, RENO, NEVADA 89509 UNITED STATES"
HIGHLANDS EYECARE,"4500 WEST 38TH AVENUE, DENVER, COLORADO 80212 UNITED STATES"
KESSLER OPTICAL,"44 E. MAIN STREET, SUITE 100, CHAMPAIGN, ILLINOIS 61820 UNITED STATES"
PROFESSIONAL VISION CARE,"185 S. STATE STREET, WESTERVILLE, OHIO 43081 UNITED STATES"
INSIGHT EYE OPTIQUE,"42395 RYAN ROAD SUITE 120, BRAMBLETON, VIRGINIA 20148 UNITED STATES"
VISION SOURCE DC - FOCUS EYECARE,"1776 G STREET NW #104, WASHINGTON, DISTRICT OF COLUMBIA 20006 UNITED STATES"
KLESSMAN & ROSENBLATT,"900 17TH ST. N.W., WASHINGTON, DISTRICT OF COLUMBIA 20006 UNITED STATES"
VOORTHUIS OPTICIANS,"1035 CONNECTICUT AVENUE NW, WASHINGTON, DISTRICT OF COLUMBIA 20036 UNITED STATES"
APEX OPTICAL,"2001 L STREET NW, WASHINGTON, DISTRICT OF COLUMBIA 20036 UNITED STATES"
DRS. HIURA & HIURA,"1418 POLK STREET, SAN FRANCISCO, CALIFORNIA 94109 UNITED STATES"
OPTOMETRIX OPTOMETRY,"750 IRVING STREET, SAN FRANCISCO, CALIFORNIA 94122 UNITED STATES"
DENNY EYE & LASER CENTER,"711 VAN NESS AVENUE, SAN FRANCISCO, CALIFORNIA 94102 UNITED STATES"
DRS. HALL & SZETO,"383 SACRAMENTO STREET, SAN FRANCISCO, CALIFORNIA 94111 UNITED STATES"
DR. VEDA SZETO,"245 MARKET STREET, SPACE 6, SAN FRANCISCO, CALIFORNIA 94105 UNITED STATES"
EXCLUSIVELY EYECARE,"13104 W. DODGE ROAD, OMAHA, NEBRASKA 68154 UNITED STATES"
DR. K.J. SHAHEEN,"4555 HILLS & DALE ROAD NW, CANTON, OHIO 44708 UNITED STATES"
ANDROS GAGLIANI EYE CENTER,"18891 PEARL ROAD, STRONGSVILLE, OHIO 44136 UNITED STATES"
COLONIAL OPTICIANS,"718 CENTER POINT WAY, GAITHERSBURG, MARYLAND 20878 UNITED STATES"
PROSPECT OPTIKA,"3252 PROSPECT STREET NW, WASHINGTON, DISTRICT OF COLUMBIA 20007 UNITED STATES"
VOORTHUIS OPTICIANS,"3301 NEW MEXICO AVENUE NW, WASHINGTON, DISTRICT OF COLUMBIA 20016 UNITED STATES"
BURTON OPTICIAN,"3252 PROSPECT STREET NW, WASHINGTON, DISTRICT OF COLUMBIA 20007 UNITED STATES"
A BRIGHTER IMAGE,"1720 CONNECTICUT AVE. NW, WASHINGTON, DISTRICT OF COLUMBIA 20009 UNITED STATES"
SOLO EYE CARE,"1444 S. MICHIGAN AVENUE, CHICAGO, ILLINOIS 60605 UNITED STATES"
PEARLE VISION,"3136 N. LINCOLN AVENUE, CHICAGO, ILLINOIS 60657 UNITED STATES"
"BARRINGTON EYE CARE CENTER, PC","330 E. MAIN STREET, SUITE 1 EAST, BARRINGTON, ILLINOIS 60010 UNITED STATES"
GRINMAN EYE CARE,"1013 DAVIS STREET, EVANSTON, ILLINOIS 60201 UNITED STATES"
BLINK 654 OPTICAL LTD,"654 N BANK LN, LAKE FOREST, ILLINOIS 60045 UNITED STATES"
RX OPTICAL,"1825 S. PARK STREET, KALAMAZOO, MICHIGAN 49001 UNITED STATES"
CLEVELAND EYE CLINIC,"25101 CHAGRIN BLVD., BEACHWOOD, OHIO 44122 UNITED STATES"
VOORTHUIS OPTICIANS,"10231 OLD GEORGETOWN ROAD, BETHESDA, MARYLAND 20816 UNITED STATES"
COLONIAL OPTICIANS,"1776 E. JEFFERSON STREET, ROCKVILLE, MARYLAND 20852 UNITED STATES"
COLONIAL OPTICIANS,"4942 SAINT ELMO AVENUE, BETHESDA, MARYLAND 20814 UNITED STATES"
EYE RX,"4600 NORTH PARK AVENUE, CHEVY CHASE, MARYLAND 20815 UNITED STATES"
VOORTHUIS OPTICIANS,"5454 WISCONSIN AVENUE, CHEVY CHASE, MARYLAND 20815 UNITED STATES"
APEX OPTICAL,"4200 WISCONSIN AVENUE, WASHINGTON, DISTRICT OF COLUMBIA 20016 UNITED STATES"
EAGLE EYE VISION ASSOCIATES,"1029 LIGHT STREET, BALTIMORE, MARYLAND 21230 UNITED STATES"
PARIS WEST OPTICAL,"521 N. CHARLES ST, BALTIMORE, MARYLAND 21201 UNITED STATES"
LEVIN EYECARE,"517 E. BELVEDERE AVENUE, BALTIMORE, MARYLAND 21212 UNITED STATES"
CHARM CITY OPTICAL,"6412 REISTERSTOWN ROAD, BALTIMORE, MARYLAND 21215 UNITED STATES"
FORTUNA II OPTICAL,"501 ROUTE 73 SOUTH, MARLTON, NEW JERSEY 8053 UNITED STATES"
WEST COAST OPTICAL,"132 S. 17TH STREET, PHILADELPHIA, PENNSYLVANIA 19103 UNITED STATES"
MARCHESE OPTICIANS,"3517 WESTCHESTER, NEWTOWN SQUARE, PENNSYLVANIA 19073 UNITED STATES"
MARCHESE OPTICIANS,"713 MONTGOMERY AVENUE, NARBERTH, PENNSYLVANIA 19072 UNITED STATES"
PENN OPTICAL AT RADNOR,"145 KING OF PRUSSIA ROAD, RADNOR, PENNSYLVANIA 19087 UNITED STATES"
EYE CENTER OF NORTHERN COLORADO,"2555 E. 13TH ST.  SUITE 225, LOVELAND, COLORADO 80537 UNITED STATES"
BRUENING EYE SPECIALIST,"5500 SERGEANT ROAD, SIOUX CITY, IOWA 51106 UNITED STATES"
FLUEGGE OPTICAL,"920 E. MAIN STREET, WATERFORD, WISCONSIN 53185 UNITED STATES"
BERGMAN PORRETTA EYE CARE,"29990 NORTHWESTERN HIGHWAY, FARMINGTON HILLS, MICHIGAN 48334 UNITED STATES"
TWINSITE OPTICAL,"318 MAIN STREET, ROCHESTER, MICHIGAN 48307 UNITED STATES"
KIRMAN EYE,"29 W. MAIN STREET, HUMMELSTOWN, PENNSYLVANIA 17036 UNITED STATES"
"HIGASHI IMPORTS, INC.","900 MARKET STREET, LEMOYNE, PENNSYLVANIA 17043 UNITED STATES"
VICTOR OPTICAL,"9863 BUSTLETON AVENUE, PHILADELPHIA, PENNSYLVANIA 19115 UNITED STATES"
VISUAL EYES,"1924 COUNTY LINE ROAD, HUNTINGDON VALLEY, PENNSYLVANIA 19006 UNITED STATES"
SOUTH JERSEY EYE PHYSICIANS,"25 HOMESTEAD DR. #A, COLUMBUS, NEW JERSEY 8022 UNITED STATES"
ARTISTIC EYEWEAR,"10 S. MAIN STREET, DOYLESTOWN, PENNSYLVANIA 18901 UNITED STATES"
DESIGN FOR VISION,"6542 LOWER YORK RD, SUITE 1, NEW HOPE, PENNSYLVANIA 18938 UNITED STATES"
ARTISAN OPTICS,"7960 W. RIFLEMAN STREET, BOISE, IDAHO 83704 UNITED STATES"
EYE CENTER OF NORTHERN COLORADO,"1725 E. PROSPECT ROAD, FORT COLLINS, COLORADO 80525 UNITED STATES"
OPTIX ON DOWNER,"2567 N. DOWNER AVENUE, MILWAUKEE, WISCONSIN 53211 UNITED STATES"
PERFECT VISION INC,"1467 ROUTE 1 SOUTH, EDISON, NEW JERSEY 8837 UNITED STATES"
I TO EYE,"214 EAST BROAD STREET, WESTFIELD, NEW JERSEY 7090 UNITED STATES"
MADISON EYES,"311 MAIN STREET, MADISON, NEW JERSEY 7940 UNITED STATES"
MENDHAM EYECARE,"88 E. MAIN STREET, MENDHAM, NEW JERSEY 7945 UNITED STATES"
EYELAND VISION OPTIQUE,"900 HYLAND BLVD, STATEN ISLAND, NEW YORK 10305 UNITED STATES"
HARBOR VIEW EYECARE,"4 WASHINGTON AVENUE, GRAND HAVEN, MICHIGAN 49417 UNITED STATES"
EYE OPENERS,"2929 MONROE AVENUE, ROCHESTER, NEW YORK 14618 UNITED STATES"
POCONO EYE ASSOCIATES,"300 PLAZA COURT, EAST STROUDSBURG, PENNSYLVANIA 18301 UNITED STATES"
TESTRITE OPTICIANS,"1120 LIVINGSTON TOWN CENTER, LIVINGSTON, NEW JERSEY 7039 UNITED STATES"
PLAZA OPTICAL,"785 NEW YORK 17M, MONROE, NEW YORK 10950 UNITED STATES"
FOCUS EYE HEALTH & VISION CARE,"302 UNION STREET, HACKENSACK, NEW JERSEY 7601 UNITED STATES"
SUNNY VISION,"2500 LEMOINE AVE, FORT LEE, NEW JERSEY 7024 UNITED STATES"
OPTYX,"2384 BROADWAY, NEW YORK, NEW YORK 10024 UNITED STATES"
HARTSDALE FAMILY EYECARE,"221 E. HARTSDALE AVENUE, HARTSDALE, NEW YORK 10530 UNITED STATES"
SPECS OF WESTPORT,"115 POST ROAD EAST, WESTPORT, CONNECTICUT 6880 UNITED STATES"
NORTH SHORE VISION,"36 MAIN STREET, PORT WASHINGTON, NEW YORK 11050 UNITED STATES"
OPTYX,"190 WHEATLEY PLAZA, GREENVALE, NEW YORK 11548 UNITED STATES"
PEARLE VISION,"1085 NORTHERN BLVD., ROSLYN, NEW YORK 11576 UNITED STATES"
MAD MAX,"80 MIDDLENECK RD, GREAT NECK, NY 11021 UNITED STATES"
OPTICAL SHOP OF ASPEN,"2038 NORTHERN BLVD., MANHASSET, NEW YORK 11030 UNITED STATES"
KENNEDY & PERKINS,"93 BOSTON POST ROAD, ORANGE, CONNECTICUT 6477 UNITED STATES"
KENNEDY & PERKINS,"1957 WHITNEY AVENUE, NORTH HAVEN, CONNECTICUT 6473 UNITED STATES"
OPTYX,"1092 NY-112, PORT JEFFERSON STATION, NEW YORK 11776 UNITED STATES"
OPTYX,"7947A JERICHO TURNPIKE, WOODBURY, NEW YORK 11797 UNITED STATES"
OPTYX,"10 MAIN STREET EAST, EAST HAMPTON, NEW YORK 11737 UNITED STATES"
OPTX EYEWEAR,"1277 HARTFORD AVENUE, JOHNSTON, RHODE ISLAND 2919 UNITED STATES"
GREGORY'S OPTICAL,"263 WICKENDEN ROAD, PROVIDENCE, RHODE ISLAND 2903 UNITED STATES"
BELLO OPTICIANS,"348 SHREWBURY STREET, WORCESTER, MASSACHUSETTS 1604 UNITED STATES"
EYE CARE CENTER OF SALEM,"1415 CAPITOL ST- NE, SALEM, OREGON 97301 UNITED STATES"
IMI'S - PEARLE VISION,"8251 FLYING CLOUD DRIVE, EDEN PRAIRIE, MINNESOTA 55344 UNITED STATES"
CLARKSON EYECARE,"9721 LYNDALE AVE S, BLOOMINGTON, MINNESOTA 55420 UNITED STATES"
PEARLE VISION,"3333 HAZELTON ROAD, EDINA, MINNESOTA 55435 UNITED STATES"
EYE CARE ASSOCIATES,"825 NICOLLET MALL, MINNEAPOLIS, MINNESOTA 55402 UNITED STATES"
PEARLE VISION,"19576 HOLT STREET NW, ELK RIVER, MINNESOTA 55330 UNITED STATES"
HUGHES OPTICIANS,"411 KENWOOD AVENUE, DELMAR, NEW YORK 12054 UNITED STATES"
AGNES VISION OF WELLESLEY,"582 WASHINGTON STREET, WELLESLEY, MASSACHUSETTS 2482 UNITED STATES"
WESTON OPTICAL,"75 BOSTON POST ROAD, WAYLAND, MASSACHUSETTS 1778 UNITED STATES"
HIGHLAND OPTICIANS,"33 LINCOLN ST-, NEWTON, MASSACHUSETTS 2461 UNITED STATES"
YOSEMITE EYEWEAR,"42 LANGLEY RD, NEWTON, MASSACHUSETTS 2459 UNITED STATES"
EYE AND EYE OPTICS,"2271 DORCHESTER AVE, DORCHESTER, MASSACHUSETTS 2124 UNITED STATES"
FENWAY COMMUNITY HEALTH,"1340 BOYLSTON STREET, BOSTON, MASSACHUSETTS 2215 UNITED STATES"
FANCY EYES,"607 BOYLSTON STREET, BOSTON, MASSACHUSETTS 2116 UNITED STATES"
PRO OPTICAL,"175 CAMBRIDGE ST, BOSTON, MASSACHUSETTS 2114 UNITED STATES"
BRATTLE SQUARE OPTICAL,"1077 MASSACHUSETTS AVENUE, CAMBRIDGE, MASSACHUSETTS 2138 UNITED STATES"
ADVANCED EYECARE-BOZEMAN,"4265 FALLON STREET, BOZEMAN, MONTANA 59718 UNITED STATES"
EYE LOOK OPTICAL,"7 CONGRESS STREET, PORTSMOUTH, NEW HAMPSHIRE 3801 UNITED STATES"
UPTOWN OPTICAL,"111 N. HIGGINS AVE, MISSOULA, MONTANA 59802 UNITED STATES"
MCCULLEY OPTIX GALLERY,"2553 KIRSTEN LANE, FARGO, NORTH DAKOTA 58104 UNITED STATES"
CLASSIC EYEWEAR,"192 US ROUTE ONE, SCARBOROUGH, MAINE 4074 UNITED STATES"
COAL CREEK FAMILY VISION,"6923 COAL CREEK PARKWAY SE, NEWCASTLE, WA 98059 UNITED STATES"
MERCER ISLAND EYEWORKS INC,"7800 SE 27TH STREET #102, MERCER ISLAND, WASHINGTON 98040 UNITED STATES"
SPEX/SCOTT CAMPBELL,"605 STEWART STREET, SEATTLE, WASHINGTON 98101 UNITED STATES"
UNIVERSITY VISION CLINIC,"4115 UNIVERSITY WAY N-E-, SEATTLE, WASHINGTON 98105 UNITED STATES"
MARKET OPTICAL,"2602 NE UNIVERSITY VILLAGE ST., SEATTLE, WASHINGTON 98105 UNITED STATES"
