Name,Address
EYETIQUE #AEG-1082,"3444 WILLIAM PENN HIGHWAY, PITTSBURGH, PA 15235"
EYETIQUE #AEG-1081,"802A WARRENDALE VILLAGE DR 2ND FLOOR, WARRENDALE, PA 15086"
EYETIQUE #AEG-1083,"2460 ROBINSON CENTRE DR, PITTSBURGH, PA 15205"
UPMC EYE CENTER,"532 S AIKEN AVE FLR 5 STE 520, PITTSBURGH, PA 15232"
EYE CARE SPECIALTIES #AEG-1138,"187 SCHARBERRY LANE, MARS, PA 16046"
PENNEY EYECARE,"4706 LIBRARY RD, BETHEL PARK, PA 15102"
ADVANCED EYE SOLUTIONS #VA-133,"303 FIRST STREET, CHARLEROI, PA 15022"
KYBER OPTICAL MEMORIAL EYE #VA-360,"4100 LINGLESTOWN ROAD, HARRISBURG, PA 17112-1071"
EYE CENTER OF CENTRAL PA #MEC-E01,"137 JPM ROAD, LEWISBURG, PA 17837"
EYE CENTER OPTICAL CENTRAL PA #MEC-E06,"435 RIVER AVENUE, WILLIAMSPORT, PA 17701"
GOLD CIRCLE OPTICAL,"1606 NIAGARA FALLS BLVD STE A, TONAWANDA, NY 14150"
DR HANLEN AND ASSOCIATES,"104 W MAIN ST, BOALSBURG, PA 16827"
LAPPEN EYE CARE-SOUTH HILLS INC,"2639 BROWNSVILLE RD, PITTSBURGH, PA 15227"
ENVISION EYECARE #706222,"38 ENVISION DR, MIFFLINTOWN, PA 17059"
WEXFORD EYECARE,"6400 BROOKTREE COURT STE 220, WESFORD, PA 15090"
PITTSBURGH EYE CARE ASSOC,"457 WASHINGTON AVE, BRIDGEVILLE, PA 15017"
DR AMANDA COOK,"111 HAZEL LN #102, SEWICKLEY, PA 15143"
GOLDEN EYE ASSOCIATES,"1768 C GOLDEN HWY, MONROEVILLE, PA 15146"
MATTHEW J DELUCA OD,"11279 PERRY HWY STE 309, WEXFORD, PA 15090"
RAVE OPTICS,"743 FRANKLIN AVENUE, GARDEN CITY, NY 11530"
REALEYES OPTICAL INC,"218 LAKEVILLE RD STE 1, GREAT NECK, NY 11020"
LOOK N' SEE #1890,"127 B SPRUCE ST, CEDARHURST, NY 11516"
WENDREW OPTICAL CORP,"46 WEST SUNRISE HIGHWAY, VALLEY STREAM, NY 11581"
JOSEPH PAGANO OD #70794,"137 3RD STREET, GREENPORT, NY 11944"
EDWARD J MOYLAN OD PC #4650,"537 ROUTE 112, PORT JEFFERSON STATION, NY 11776"
SOUTHAMPTON OPTIKS LTD,"414 COUNTY ROAD 39A, SOUTHAMPTON, NY 11968"
PEARLE/BODIM OPTICAL INC (LO) 7492,"1445 HEMPSTEAD TURNPIKE, ELMONT, NY 11003"
EYESITE IN SIGHT INC,"25 OLD SHORE ROAD, PORT WASHINGTON, NY 11050"
SUMMIT HEALTH MANAGEMENT LLC,"1 THEALL RD STE 207, RYE, NY 10580"
R & R OPTICAL,"5284 SUNRISE HWY, MASSAPEQUA, NY 11762"
CRYSTAL CLEAR VISION CORP(F),"1 N GALLERIA DR SUITE 126, MIDDLETOWN, NY 10941"
IAR ROYAL OPTICAL,"1112 GREEN ACRES MALL, VALLEY STREAM, NY 11581"
ALBA'S DREAM CORPORATION #4407,"1001 PARK AVENUE, NEW YORK, NY 10028"
COHENS FASHION OPTICAL,"350 EAST MONTAUK HIGHWAY, LINDENHURST, NY 11757"
OPTICAL MANAGEMENT SERVICES LLC,"1221 ROUTE 300 SUITE 103, NEWBURGH, NY 12550"
EYES ON MADISON INC #4690,"197 MADISON AVENUE, NEW YORK, NY 10016"
VISTA SITE EYECARE,"W 817 181ST STREET, NEW YORK, NY 10033"
MENDEL OPTICAL INSIGHT #6786,"19A RYE RIDGE PLAZA, RYE BROOK, NY 10573"
EYESPECS,"20 DUNTON AVE, DEER PARK, NY 11729"
RAYMOND OPTICIANS,"1884 ROUTE 6, CARMEL, NY 10512"
5TH AVENUE EYE ASSOCIATES #6326,"1034 FIFTH AVENUE, NEW YORK, NY 10028"
VZ OPTICAL(F),"1 N GALLERIA DRIVE STE 128, MIDDLETOWN, NY 10941"
COURAGEOUS OPTOMETRY #157,"650 LEE BOULEVARD, YORKTOWN HEIGHTS, NY 10598"
GAIL E CORREALE OD PLLC,"1600 STEWART AVENUE SUITE 108, WESTBURY, NY 11590"
MDS OPTOMETRY & OPHTHALMIC DISPENSRYPLLC,"1566A FIRST AVENUE, NEW YORK, NY 10028"
VISION PEOPLE OF BELLMORE(F),"2766 SUNRISE HIGHWAY, BELLMORE, NY 11710"
ANDREA OPTICAL INC,"132 WEST 57TH STREET, NEW YORK, NY 10019"
ELIZABETH OPTICAL INC,"21151 26TH AVE, BAYSIDE, NY 11360"
GELT VISION INC #70753,"167 WEST 72ND STREET, NEW YORK, NY 10023"
SUMMIT HEALTH MANAGEMENT LLC,"210 WESTCHESTER AVE STE 301A, WHITE PLAINS, NY 10604"
CENTRAL PARK OPTICAL #1555,"2500 CENTRAL PARK AVENUE, YONKERS, NY 10710"
RAYMOND OPTICIANS,"827 ROUTE 82 STE 8, HOPEWELL JUNCTION, NY 12533"
RVC OPTOMETRIC ASSOC,"282 SUNRISE HIGHWAY, ROCKVILLE CENTRE, NY 11570"
CARNEGIE HILL OPTOMETRY INC #80-0003706,"1387 MADISON AVENUE, NEW YORK, NY 10029"
MOUNT PLEASANT VISION CENTER,"660 COLUMBUS AVENUE, MOUNT PLEASANT, NY 10594"
RAPHAEL OPTICIANS 010155,"337 MAMARONECK AVENUE, WHITE PLAINS, NY 10605"
CFO RETAIL OF LONG ISLAND LLC,"630 OLD COUNTRY RD 1091A, GARDEN CITY, NY 11530"
EYESUPPLY BY OPTYX,"1092 ROUTE 112, PORT JEFFERSON, NY 11776"
OPTICAL IMAGE,"86 MANETTO HILL MALL, PLAINVIEW, NY 11803"
CROWN OPTICIANS,"1038 LEXINGTON AVE, NEW YORK, NY 10021"
YORKTOWN FAMILY EYE CARE #10169,"26 TRIANGLE CENTER, YORKTOWN, NY 10598"
PEARLE VISION 7492 (SC) (21121045),"1445 HEMPSTEAD TURNPIKE, ELMONT, NY 11003"
COHENS FASHION #10,"50 EAST 42ND ST AT MADISON AVE, NEW YORK, NY 10017"
COHENS FASHION #97,"100 QUENTIN ROOSEVELT BLVD STE 400, GARDEN CITY, NY 11530"
GC OPTICS,"123 ROUTE 94S STE 2, WARWICK, NY 10990"
COHEN FASHION #60,"160 WALT WHITMAN RD STE 1077, HUNTINGTON STATION, NY 11746"
CFO RETAIL OF PUERTO RICO INC,"525 AV FRANKLIN DELANO ROOSEVE PLAZA LAS AMERICAS, SAN JUAN, PR 00918"
PEARLE VISION 9146 (SC) (21127654),"2340 CENTRAL PARK AVE, YONKERS, NY 10710"
NYC VISION CAPITAL INC,"2261 BROADWAY, NEW YORK, NY 10024"
ALLON VISION INC,"1246 AMSTERDAME AVE, NEW YORK, NY 10027"
ODS,"1700 E JERICHO TURNPIKE, HUNTINGTON, NY 11743"
ODS,"4212 HEMPSTEAD TPKE, BETHPAGE, NY 11714"
DANIEL LAROCHE MD PC #3556,"215-43 JAMAICA AVE, QUEENS VILLAGE, NY 11428"
UPPER EASTSIDE VISION LLC,"1503 3RD AVE, NEW YORK, NY 10028"
LONDON OPTICAL,"5000 SW 75TH AVE STE 203, MIAMI, FL 33155"
FUZARO VISION GROUP INC,"2933 BROADWAY, NEW YORK, NY 10025"
OPTYX,"2453 JERICHO TURNPIKE, GARDEN CITY PARK, NY 11040"
COHENS FASHION #322,"38 VANDERBILT MOTOR PKWY, COMMACK, NY 11725"
SOUND VISION CARE INC #2582,"1224 OSTRANDER AVE, RIVERHEAD, NY 11901"
ODS,"450 ENDO BLVD, GARDEN CITY, NY 11530"
BAYSHORE EYECARE LLC,"1701 SUNRISE HWY, BAYSHORE, NY 11706"
PEARLE VISION E517 (SC) (21139342),"1615 NORTHERN BLVD STE 404, MANHASSET, NY 11030"
J & L OPTICAL CORP,"125 DOLSON AVE, MIDDLETOWN, NY 10940"
CLARITY OPTICAL CORP,"1955 SOUTH RD, POUGHKEEPSIE, NY 12590"
COHENS FASHION OPTICAL LLC,"100 QUENTIN ROOSEVELT BLVD STE 400, GARDEN CITY, NY 11530"
LARKFIELD OPTICAL INC,"516 LARKFIELD RD, EAST NORTHPORT, NY 11731"
COHENS FASHION OPTICAL LLC #220,"2618 BROADWAY, NEW YORK, NY 10025"
LA BLEU OPTIQUE,"1156 6TH AVENUE, NEW YORK, NY 10036"
PEARLE-KLM OPTICAL (LO) #PEA6463,"1085 NORTHERN BOULEVARD, ROSLYN, NY 11576"
ENVISION,"1 PRESHBURG BOULEVARD #001, MONROE, NY 10950"
GES OPTICAL #4,"5570 XAVIER DRIVE, YONKERS, NY 10704"
42 STREET VISION EXPRESS,"400 WEST 42 STREET, NEW YORK, NY 10036"
OCCHIALI,"1188 LEXINGTON AVENUE, NEW YORK, NY 10028"
BAYSHORE VISION EXPRESS LLC,"1701 SUNRISE HIGHWAY, BAYSHORE, NY 11706"
VALLEY STREAM OPTOMETRIC SERV PC,"5 SUNRISE PLAZA STE 101, VALLEY STREAM, NY 11580"
EYEWEAR BY PATRICE,"829 FORT SALONGA ROAD, NORTHPORT, NY 11768"
DR JEROME M KRAMER #2399,"175 I U WILLETS ROAD, ALBERTSON, NY 11507"
"OPTYX, LLC","1229 WANTAGH AVENUE, WANTAGH, NY 11793"
PEARLE VISION,"6401 JERICHO TPKE, COMMACK, NY 11725"
HOFFMAN OPTICAL,"51 FOREST RD, MONROE, NY 10950"
PROFESSIONAL OPTOMETRY CARE #010019,"69 S MOGER AVE, MOUNT KISCO, NY 10549"
BROADWAY MALL VISION EXPRESS,"371A BROADWAY MALL, HICKSVILLE, NY 11801"
EKOPTIX,"3912 BELL BOULEVARD, BAYSIDE, NY 11361"
HUDSON VALLEY OPTOMETRY PLLC,"4 NORTH BROADWAY, TARRYTOWN, NY 10591"
PEARLE VISION 8394 (SC) (21092513),"1085 NORTHERN BLVD, ROSLYN, NY 11576"
LUV MY LOOK OPTICAL LLC #5949,"253 WEST 72 STREET, NEW YORK, NY 10023"
CLAIRMONT NICHOLS OPTICIANS OF 1ST AVE,"1016 1ST AVENUE, NEW YORK, NY 10022"
KALMUS OPTICAL #2504,"217 E 86TH STREET, NEW YORK, NY 10028-3016"
BRUNELL SOUTHDOWN OPT #388,"210 A WALL STREET, HUNTINGTON, NY 11743-2064"
OPTICS PLUS #21967,"8285 JERICHO TPKE, WOODBURY, NY 11797-1806"
JACLYN BENZONI OD PC,"40 EAST MAIN ST, BABYLON, NY 11702"
HUNTINGTON FAMILY OPTOMETRY,"374 NEW YORK AVE, HUNTINGTON, NY 11743"
LEXINGTON VISION CORP,"767 LEXINGTON AVE, NEW YORK, NY 10065"
HARLEM VISTA SITE INC,"2204 FREDERICK DOUGLAS BLVD, NEW YORK, NY 10026"
GRAND CENTRAL OPTICAL,"340 MADISON AVE, NEW YORK, NY 10173"
EYE GALLERY,"8 SPENCER PLACE, SCARSDALE, NY 10583"
WINDSOR PARK VISION CENTER,"21411 73RD AVENUE, OAKLAND GARDENS, NY 11364"
LONG ISLAND OPTICIANS,"3844 SUNRISE HIGHWAY, SEAFORD, NY 11783-2634"
TRAPP OPTICIANS,"42 PONDFIELD RD., BRONXVILLE, NY 10708-3802"
MILES AND TISCH EYECARE,"244 W 54TH ST STE 402, NEW YORK, NY 10019-5762"
TRAPP OPTICIANS,"10 HARWOOD COURT, SCARSDALE, NY 10583-4104"
LOFT OPTICIANS,"1106 LEXINGTON AVENUE, NEW YORK, NY 10075-0401"
WEST-STANNISH OPTICAL #10424,"667 FRANKLIN AVENUE, GARDEN CITY, NY 11530-5728"
VISUAL EYES INC #80-0001973,"1028 WILLIS AVENUE, ALBERTSON, NY 11507-1331"
BROOKHAVEN OPTICIANS #97,"79 E MAIN ST STE D, SMITHTOWN, NY 11787"
SOUTHERN DUTCHESS EYECARE,"969 MAIN STREET SUITE 4, FISHKILL, NY 12524"
EYEGLASS WORKS #0634,"1433 RT 300 SUITE 108, NEWBURGH, NY 12550"
PLAZA OPTICAL #307,"785 RT 17 M SHOPRITE PLAZA, MONROE, NY 10950"
DR J KRAUSHAAR,"45 ROUTE #25A SUITE F, SHOREHAM, NY 11786-9337"
ROBERT H GEULA LLC,"103 OLIVERS COVE LANE, WATERMILL, NY 11976"
DAVID E SAUSNER,"1018 PARK BOULEVARD, MASSAPEQUA PARK, NY 11762-2711"
FRAME & EYECARE CTR #1162,"862 E JERICHO TRNPKE, HUNTINGTON STATION, NY 11746"
DR JOHN VIVIANIS TOTAL VISION CARE #2281,"787 WALT WHITMAN ROAD, MELVILLE, NY 11747-2207"
LARCHMONT-MAMARONECK,"933 MAMARONECK AVENUE #105, MAMARONECK, NY 10543-2623"
RYE EYE CARE #KEPLR-39,"59 PURCHASE ST, RYE, NY 10580"
HAMPTONS FAMILY EYE & VISION,"270 NORTH SEA ROAD, SOUTH HAMPTON, NY 11968"
WOODBURY OPTICAL STUDIO #82967,"185 WOODBURY RD, HICKSVILLE, NY 11801"
RAYMOND OPTICIANS,"3630 HILL BLVD STE 203, JEFFERSON VALLEY, NY 10535"
RAYMOND OPTICIANS,"1923 PALMER AVE, LARCHMONT, NY 10538"
RAYMOND OPTICIANS,"226 S HIGHLAND AVENUE, OSSINING, NY 10562"
RAYMOND OPTICIANS,"35 NORTH BROADWAY, TARRYTOWN, NY 10591"
RAYMOND OPTICIANS,"652 TUCKAHOE ROAD, YONKERS, NY 10710"
SPECTORCON OPTICIANS INC,"3177 LONG BEACH RD., OCEANSIDE, NY 11572"
ALL ABOUT EYES OF SAYVILLE #7667,"22 SOUTH MAIN STREET, SAYVILLE, NY 11782"
ROELOFFS E HAMP OPT-#9496,"9 BARNS LANE, EAST HAMPTON, NY 11937"
PILDES #4751,"2165 BROADWAY, NEW YORK, NY 10024"
SCHOENBART VISION CARE,"901 STEWART AVENUE SUITE 202, GARDEN CITY, NY 11530"
WEST ISLIP OPTICIANS,"353 UNION BOULEVARD, WEST ISLIP, NY 11795"
RICHARD DI NAPOLI #632,"410 GIDNEY AVENUE, NEWBURGH, NY 12550"
GLEN OPTICS #7825,"26 GLEN STREET, GLEN COVE, NY 11542"
EYEGLASS HOUSE#7933,"436 WOODBURY RD, PLAINVIEW, NY 11803"
MOUNT SINAI OPTICAL I CORP,"5507 NESCONSET HWY STE 24, MOUNT SINAI, NY 11766"
EYE WORLD OPTICAL #589,"185 WEST MERRICK ROAD, FREEPORT, NY 11520"
PROFESSIONAL OPTOMETRY VISION CARE PLLC,"77 VETERANS MEMORIAL HWY STE 6, COMMACK, NY 11725"
ARISTOCRAT OPTNS #6455,"371 SMITHTOWN BYP SUITE A, HAUPPAUGE, NY 11788"
BROOKE PLAZA OPTICAL INC,"3450 LONG BEACH RD, OCEANSIDE, NY 11572"
DRS LANDESMAN & BYNE,"103 S BEDFORD RD STE 101, MT KISCO, NY 10549"
"EYE CATCHERS, INC #190","580 AMSTERDAM AVENUE, NEW YORK, NY 10024"
