Name,Address
LINDSAY INTERNATIONAL,"20340 NE 15TH CT UNIT 150C, NORTH MIAMI BEACH, FL 33179-2716"
JUSTINE CHEN O.D.,"3339 SHERIDAN ST, HOLLYWOOD, FL 33021-3606"
SITE 4 SIGHT,"645 W HALLANDALE BEACH BLVD STE 112, HALLANDALE BEACH, FL 33009"
MED-1043,"2011 HARRISON ST, HOLLYWOOD, FL 33020"
HEIDEN & HEIDEN PC,"2019 HOLLYWOOD BLVD, HOLLYWOOD, FL 33020-4509"
ROBERT DAVIS OD,"1732 N UNIVERSITY DR, PEMBROKE PINES, FL 33024-3602"
BARRY M KAY OD,"2011 HARRISON ST, HOLLYWOOD, FL 33020-5019"
ADVANCED VISION CARE,"2873 STIRLING RD, FORT LAUDERDALE, FL 33312-6516"
PINES FAMILY EYE CARE,"9101 PEMBROKE RD, PEMBROKE PINES, FL 33025-1638"
KATHRYN A ESTEVEZ OD LLC,"6795 STIRLING RD, DAVIE, FL 33314"
OPTICAL WORLD,"19575 BISCAYNE BLVD #579, AVENTURA, FL 33180"
FIFTY PERCENT EYEWEAR,"1715 E HALLANDALE BEACH BLVD, HALLANDALE BEACH, FL 33009-4621"
Visionworks,"1780 Stirling Rd, Dania Beach, FL 33004"
MIAMI GARDEN EYECARE II,"18383 NW 27TH AVE, MIAMI GARDENS, FL 33056"
LTA VISION CORP,"1231 STIRLING RD STE 110, DANIA BEACH, FL 33004-3563"
INNOVA WORLDWIDE CORP,"1206 STIRLING RD STE 3B, DANIA BEACH, FL 33004"
DR ROBERT JACOBS PA,"599 S FEDERAL HWY, DANIA BEACH, FL 33004-4174"
ROSIN EYECARE,"17941 BISCAYNE BLVD, AVENTURA, FL 33160-2502"
Visionworks,"1610 NE 163rd St, N. Miami Beach, FL 33162"
HOLLYWOOD EYE INSTITUTE PA,"9999 SHERIDAN ST STE 100, COOPER CITY, FL 33024"
PAUL WILK LLC,"225 E DANIA BEACH BLVD  STE 215, DANIA BEACH, FL 33004"
TRANSCARIBBEAN TRADERS INC,"3811 SW 47TH AVE STE 619, DAVIE, FL 33314"
EYE Q OPTICAL,"2295 NE 164TH STREET, NORTH MIAMI BEACH, FL 33160"
DR WAFA ABDULRAZZAQ PA,"9620 STIRLING RD STE 105, COOPER CITY, FL 33024"
VISION STAR OPTOMETRY,"4671 S UNIVERSITY DR, DAVIE, FL 33328"
DR MARIA CORDOVA,"2605 N HIATUS RD, COOPER CITY, FL 33026-1303"
KEO EYEWEAR INC,"14711 BISCAYNE BLVD, NORTH MIAMI, FL 33181"
BELL VISION CENTER INC,"14030 W DIXIE HWY, NORTH MIAMI, FL 33161-3443"
NOVA SOUTHEASTERN,"3200 S UNIVERSITY DR, FORT LAUDERDALE, FL 33328"
NICHOLAS RASHID OD,"2583 E SUNRISE BLVD, FORT LAUDERDALE, FL 33304-3203"
CLEARSIGHT SOUTH OPT,"1378 SE 17TH ST, FORT LAUDERDALE, FL 33316-1726"
Visionworks,"2131 N Federal Highway, Miami, FL 33305"
CAPPUCCIO ENTERPRISES INC,"2140 E OAKLAND PARK BLVD, FORT LAUDERDALE, FL 33306-1109"
ASH EYE INSTITUTE,"701 SE 32ND CT  UNIT 106, FORT LAUDERDALE, FL 33316-4122"
MyEyeDr.,"2419 East Commercial Blvd, Fort Lauderdale, FL 33308"
MED-646,"2419 E COMMERCIAL BLVD STE 100, FORT LAUDERDALE, FL 33308"
DR NORMAN HERSKOVICH,"5200 N FEDERAL HWY STE 4, FORT LAUDERDALE, FL 33308-3253"
OPHTHALMOLOGY ASSOCIATES LLC,"2334 NE 53RD ST, FORT LAUDERDALE, FL 33308-3212"
NOEL ELGUT MD,"6333 N FEDERAL HWY STE 401, FORT LAUDERDALE, FL 33308"
GARLOCK OPTICIANS,"4800 NE 20TH TERRACE STE 305, FORT LAUDERDALE, FL 33308"
ROBIN G SHORROCK OD,"211 S FEDERAL HWY, POMPANO BEACH, FL 33062-5322"
FAMILY VISION INSTITUTE,"640 N FEDERAL HWY, FORT LAUDERDALE, FL 33304"
LOW VISION INSTITUTE,"1540 E COMMERCIAL BLVD STE 102, FORT LAUDERDALE, FL 33334"
MyEyeDr.,"2301 Wilton Drive C1 C1, Wilton Manors, FL 33305"
MED-399,"2301 WILTON DR C1, WILTON MANORS, FL 33305"
BEACH EYEGLASS EMPORIUM,"552 ARTHUR GODFREY RD, MIAMI BEACH, FL 33140-3510"
Visionworks,"2471 N Federal Hwy, Pompano Beach, FL 33062"
CHIC OPTIQUE,"2228 WILTON DR, WILTON MANORS, FL 33305-2132"
STAR OPTICAL LLC,"930 WASHINGTON AVE 5TH FL, MIAMI BEACH, FL 33139"
ROBERTS OPTICAL,"23 NE 44TH ST, OAKLAND PARK, FL 33334-1437"
ROTH EYE CARE PC,"1000 17TH ST UNIT 1C, MIAMI BEACH, FL 33139"
CLEAR VISION EXPRESS,"1720 S ZAPATA HWY, LAREDO, TX 78046"
DAVID SAUL MORA OD,"1601 CORPUS CHRISTI ST, LAREDO, TX 78043-3302"
MORA OPTICAL INC.,"1019 SAN BERNARDO AVE, LAREDO, TX 78040"
CENTER FOR SIGHT- ENGLEWOOD,"1800 S MCCALL RD, ENGLEWOOD, FL 34223"
OCULAR SERVICES INC,"2165 TAMIAMI TRL S, VENICE, FL 34293-5034"
OPTICAL IMPRESSIONS,"1868 S TAMIAMI TRAIL, VENICE, FL 34293"
CENTER FOR SIGHT VENICE ISLAND,"250 S TAMIAMI TRAIL STE 103, VENICE, FL 34285"
DR SCOTT WALKER,"262 MIAMI AVE W, VENICE, FL 34285-2301"
BLUE SKY EYEWEAR,"811 RIDGEWOOD AVE, VENICE, FL 34285-7009"
CENTER FOR SIGHT JACARANDA,"1236 JACARANDA BLVD, VENICE, FL 34292"
PELICAN STOCK ORDERS,"1360 E VENICE AVE, VENICE, FL 34285"
CENTER FOR SIGHT PL,"1360 E VENICE AVE, VENICE, FL 34285-9066"
SUN COAST EYE HEALTH,"101 CAPRI ISLES BLVD STE 101, VENICE, FL 34292-3197"
THE EYE ASSOCIATES OF MANATEE,"1550 E VENICE AVE, VENICE, FL 34292"
FAMILY EYECARE & VISION,"694 S TAMIAMI TRL, OSPREY, FL 34229-9216"
CENTER FOR SIGHT- N PORT,"14844 S TAMIAMI TRL, NORTH PORT, FL 34287"
CENTER FOR SIGHT- PELICAN,"8224 S TAMIAMI TRAIL, SARASOTA, FL 34238"
EYE DOCTORS OPT,"1441 TAMIAMI TRAIL STE 325A, PORT CHARLOTTE, FL 33948"
CHARLOTTE OPTICAL,"18401 MURDOCK CIR UNIT A, PORT CHARLOTTE, FL 33948-1026"
Visionworks,"18500 Veterans Blvd, Port Charlotte, FL 33954"
DAVID M KLEIN OD,"1600 TAMIAMI TRL STE 101, PORT CHARLOTTE, FL 33948"
Visionworks,"6527 S Tamiami Trail, Sarasota, FL 34231"
"RICK J BILLINGS, OD","3900 CLARK RD STE E2, SARASOTA, FL 34233-2372"
ZUSMAN EYE CARE CTR,"3430 TAMIAMI TRL STE A, PORT CHARLOTTE, FL 33952-8148"
QUIGLEY EYE SPECIALISTS,"20600 VETERANS BLVD STE A, PORT CHARLOTTE, FL 33954"
CARR AND FESSENDEN,"4114 S TAMIAMI TRL, SARASOTA, FL 34231"
KANTOR EYE ASSOC,"2111 BEE RIDGE RD, SARASOTA, FL 34239-6104"
CROSSROADS OPTICAL,"3800 S TAMIAMI TRL UNIT 102, SARASOTA, FL 34239-6907"
THOMAS BLOM OD PA,"2450 BEE RIDGE RD, SARASOTA, FL 34239-6301"
FRANTZ EYECARE,"109 TAYLOR ST, PUNTA GORDA, FL 33950-3654"
BEE RIDGE VISION CENTER,"3920 BEE RIDGE RD, SARASOTA, FL 34233-1258"
CENTER FOR SIGHT PUNTA GORDA,"314 TAMIAMI TRL STE 112, PUNTA GORDA, FL 33950"
CENTER FOR SIGHT - SOTO,"2650 S TAMIAMI TRL, SARASOTA, FL 34239"
CENTER FOR SIGHT- US 41,"2601 S TAMIAMI TRAIL, SARASOTA, FL 34239"
BAYVIEW OPTICIANS,"5872 BEE RIDGE RD, SARASOTA, FL 34233"
RIVERSIDE FAMILY EYE CARE,"11841 PALM BEACH BLVD UNIT 117, FORT MYERS, FL 33905"
TRUE EYE EXPERTS,"88 PINE ISLAND RD STE 3, NORTH FORT MYERS, FL 33903"
ECOF - LABELLE,"2665 OAK RIDGE CT  STE B, FORT MYERS, FL 33901"
ECOF - LEHIGH,"2665 OAK RIDGE CT STE B, FORT MYERS, FL 33901-9389"
ECOF-NORTH FORT MYERS,"2665 OAK RIDGE CT STE B, FORT MYERS, FL 33901"
ECOF LEHIGH,"3507 LEE BLVD STE 104, LEHIGH ACRES, FL 33971"
FRANTZ EYECARE,"3020 LEE BLVD UNIT 12, LEHIGH ACRES, FL 33971-2438"
WEST FLORIDA EYE INC,"2814 LEE BLVD STE 3, LEHIGH ACRES, FL 33971-1561"
DR HANSON & ASSOCIATES,"4600 SUMMERLIN RD STE C4, FORT MYERS, FL 33919-3003"
CAPE CORAL STOCK ORDERS,"4790 BARKLEY CIR BLDG C STE103, FORT MYERS, FL 33907"
EYE PHYSICIANS & SURGEONS OF FL PA,"4790 BARKLEY CIR BLDG C STE 103, FORT MYERS, FL 33907-3625"
DON WILLIAMSON OD,"3218 DEL PRADO BLVD S, CAPE CORAL, FL 33904"
SOUTHWEST FLORIDA EYECARE,"2221 SANTA BARBARA BLVD   STE 107, CAPE CORAL, FL 33991"
FRANTZ EYECARE,"3515 DEL PRADO BLVD S, CAPE CORAL, FL 33904"
EYE PHYSICIANS AND SURGEONS,"1616 CAPE CORAL PKWY W STE 113, CAPE CORAL, FL 33914"
SPECTACULAR EYECARE LLC,"415 W HICKPOCHEE AVE, LA BELLE, FL 33935"
OKEECHOBEE VALUE SPECS,"1611 S PARROTT AVE, OKEECHOBEE, FL 34974-6180"
FAMILY EYE CARE OF OKEECHOBEE,"710 S PARROTT AVE, OKEECHOBEE, FL 34974"
BIG LAKE EYE CARE,"606 N PARROTT AVE, OKEECHOBEE, FL 34972-2646"
FLORIDA VISION OPT-INNOVATION,"10050 SW INNOVATION WY STE 101, PORT SAINT LUCIE, FL 34987"
FLORIDA VISION OPTIQUE,"10050 SW INNOVATION WAY STE 101, PORT SAINT LUCIE, FL 34987"
EYE & EAR,"11924 FOREST HILL BLVD STE 31, WELLINGTON, FL 33414"
EWING OPTICAL CORP,"11388 OKEECHOBEE BLVD STE A, ROYAL PALM BEACH, FL 33411-8705"
PEARLE,"ROYAL PALM BEACH, ROYAL PALM BEACH, FL 33411"
HELEN ABDAL OD PA,"10660 W FORREST HILL BLVD STE 210, WELLINGTON, FL 33414"
JOLENE A REITER OD,"129 S STATE RD 7 STE 404, WELLINGTON, FL 33414-4379"
EYE EXPRESSIONS LLC,"7100 FAIRWAY DR  STE 39, PALM BEACH GARDENS, FL 33418-4034"
OPTICAL DEPARTMENT,"7101 FAIRWAY DR 1ST FL, PALM BEACH GARDENS, FL 33418"
THE ELITE VISION CARE INC,"4252 NORTHLAKE BLVD, PALM BEACH GARDENS, FL 33410"
M&C OPTICS LLC,"10887 MILITARY TRAIL STE 3, PALM BEACH GARDENS, FL 33410"
OPTICAL GALLERY,"4505 PGA BLVD, PALM BEACH GARDENS, FL 33418-3967"
MARCIANO FAMILY OPTOMETRIC PA,"1788 N JOG RD, WEST PALM BEACH, FL 33411"
GARDENS EYECENTER,"1360 N KILLIAN DR STE 2, LAKE PARK, FL 33403"
MyEyeDr.,"9810 Alternate A1A, Palm Beach Gardens, FL 33410"
MED-320,"9810 ALTERNATE A1A STE 107, PALM BEACH GARDENS, FL 33410"
SHEPARD OPTICAL,"1183 OLD DIXIE HWY, LAKE PARK, FL 33403-2319"
OPTICAL SERVICE,"4820 OKEECHOBEE BLVD, WEST PALM BEACH, FL 33417-4628"
MARCIANO FAMILY VISION ASSOCIATES,"11380 PROSPERITY FARMS RD STE 120, PALM BEACH GARDENS, FL 33410"
DR CATHERINE LOWE,"11380 PRSPRTY FMS RD STE 112, PALM BEACH GARDENS, FL 33410-3450"
Visionworks,"1703 Palm Beach Lakes Blvd, West Palm Beach, FL 33401"
DEBRA A SHIM OD,"451 UNIVERSITY BLVD STE 102, JUPITER, FL 33458-3102"
GENERATION ONE INC,"2532 OKEECHOBEE BLVD, WEST PALM BEACH, FL 33409-4006"
OPTIC NIRVANA,"10300  FOREST HILL BLVD STE 161, WELLINGTON, FL 33414-3124"
