Name,Address
Positive Eye Ons,"7629 Melrose Avenue, Los Angeles, CA 90046 US"
Dan Deutsch Optical Outlook,"8555 Sunset Blvd, West Hollywood, CA 90069 US"
City Eyes Optometry,"4454 Van Nuys Blvd, Suite C, Sherman Oaks, CA 91403 US"
Optica,"2201 Glendale Galleria SP. A-1, Glendale, CA 91210 US"
Be Seen Optics,"73-375 El Paseo Drive. Unit E, Palm Desert,  92260 US"
Optical Gallery Arizona,"3870 W Happy Valley Road Suite 150, Glendale, AZ 85310 US"
Paris Optique,"15147 North Scottsdale Road Suite 140, Scottsdale, AZ 85260 US"
Parkway Family Eye Clinic,"661 Forest Parkway Suite D, Forest Park, GA 90297 US"
Salle Opticians,"3500 Peachtree Road, NE, Atlanta, GA 30326 US"
2015 Eyecare,"2090 Dunwoody Club Ste 126, Atlanta, GA 30350 US"
Eye Believe,"1295 Old Peach Tree Rd. NW #160, Suwanee, GA 30024 US"
Occhiali,"1046 Coast Village Road, Montecito, CA 93108 US"
Ojo Optique,"3339 Central Avenue, N.E, Suite B, Albuquerque, NM 87106 US"
Solarius Spa,"12500 Montgomery Blvd NE #107, Albuquerque, NM 87111 US"
Epic Optical,"189 W 8th Street, Chattanooga, TN 37402 US"
Redstone Family Vision,"9700 Redstone Dr. Suite 300, Indian Land, SC 29707 US"
South Park Optical,"4400 Sharon Road, Charlotte, NC 28211 US"
Sally's Optical Secrets,"1419 East Blvd, Suite C, Charlotte, NC 28203 US"
Bakersfield Eye Care,"11320 Ming Avenue #360, Bakersfield, CA 93311 US"
Bakersfield Eye Care,"5535 Calloway drive Suite 100, Bakersfield, CA 93312 US"
Ojo Optique,"125 Lincoln Avenue Suite114, Santa Fe, NM 87501 US"
Mustang Optical,"123 North Mustang Rd, Mustang, OK 73064 US"
Physicians Optical,"4200 W. Memorial Road, Suite 101, Oklahoma City, OK 73120 US"
Framed,"16 Battery Park Avenue, Asheville, NC 28801 US"
Luttrell's Eyewear,"5030 Kingston Pike, Knoxville, TN 37919 US"
The Spectacle,"4209 Lassiter Mill Road, Suite 110, Raleigh, NC 27609 US"
Modern Eyes Optometry,"550 Camino El Estero Suite 205, Monterey, CA 93940 US"
Sunglass Optic Studio,"10300 W Charleston Blvd #26, Las Vegas, NV 89135 US"
Optica,"3799 S. Las Vegas Blvd south, Las Vegas, NV 89109 US"
Cockerel Eyecare Center,"1711 W 6th Avenue, Stillwater, OK 74074 US"
Twenty Twenty Eyecare,"8931 South Yale Avenue, Tulsa, OK 74137 US"
Uptown Eyes,"100 E. Joyce Blvd, Suite 104, Fayetteville, AR 72703 US"
Image Optical,"2531 West End Avenue, Nashville, TN 37203 US"
Choate Eye Associates,"306 Northcreek Blvd, Goodlettsville, TN 37072 US"
The View on Elm,"327 South Elm Street, Greensboro, NC 27401 US"
Eye Q Optometry,"1101 Pacific Ave # E, Santa Cruz, CA 95060 US"
Gary Gold,"130 South Sunnyvale Avenue, Sunnyvale, CA 94086 US"
Lux Eyewear,"1805 El Camino Real Suite 100, Palo Alto, CA 94306 US"
Studio Optix,"310 30th Street, Virginia Beach, VA 23451 US"
Carytown Optical,"20 S. Nansemond Street, Richmond, VA 23221 US"
Eye Gotcha,"586 Castro Street, San Francisco, CA 94114 US"
Pacific Eye Associates,"2100 Webster Street, Suite 214, San Francisco, CA 94115 US"
SF Optics,"2248 Chestnut St, San Francisco, CA 94123 US"
Wink Optics,"70 Throckmorton Avenue, Mill Valley, CA 94941 US"
Montclair Optical,"2067 Antioch Court, Oakland, CA 94611 US"
Wink Optics,"623 San Anselmo Avenue, San Anselmo, CA 94941 US"
Lafayette Optometric Group,"958 Moraga Road, Lafayette, CA 94549 US"
River City Eye Care,"10001 Taylorsville Rd., Louisville, KY 40299 US"
Eye Chicks,"3755 Taylor Road, Loomis, CA 95650 US"
Look on Main,"362 Main Street, Grand Junction, CO 81501 US"
Morgenthal Frederics,"533 E. Cooper, Aspen, CO 81611 US"
Eye Style Optics,"4050 Indian Creek Pkwy, Overland Park, KS 66207 US"
The Eye Bar,"401 E Euclid Ave, St. Louis, MO 63108 US"
SK Eyecare,"1020 S Glebe Rd, Arlington, VA 22204 US"
Eye See Optique,"2405 Columbia Pike, Arlington, VA 22204 US"
Virginia Vision Associates,"3800 North Fairfax Drive, Suite #1, Arlington, VA 22203 US"
Idoc Optical,"923 F St. NW, Washington, DC 20004 US"
JEMS Optical,"1401 New York Ave. NW, Washington, DC 17268 US"
Morgenthal Frederics,"941 H Street NW, Washington, DC 20001 US"
Dupont Optical,"1509 Connecticut Avenue, Washington, DC 20036 US"
Envision Style & Health,"18756 Coastal Highway #2, Rehoboth Beach, DE 19971 US"
Truckee Family Eyecare,"11253 Brockway Rd #102, Truckee, CA 96161 US"
Eye Pieces of Vail,"122 East Meadow Drive, Vail, CO 81657 US"
Eyes of the World Optical,"1033 S Gaylord St, Denver, CO 80209 US"
Europtics,"100 Fillmore Street, Denver, CO 80206 US"
Eyes of the World Optical,"2036 E 17th Ave, Denver, CO 80206 US"
Eyesite,"111 South 18th St Philadelphia, PA 19103, Philadelphia, PA 19103 US"
Image Eyes Optical,"2008 South 1100 East, Salt Lake City, UT 84106 US"
Envision Boulder,"1011 Pearl Street, Boulder, CO 80302 US"
Signature Eye Care,"5630 S. 84th Street, Suite 120, Lincoln, NE 68516 US"
Eyetique,"2242 Murray Avenue, Pittsburgh, PA 15217 US"
Eyedentity Gallery,"414 Penn Avenue, West Reading, PA 19611 US"
Dreyfus Opticians,"24 South Main Street, Yardley, PA 19067 US"
Optical Eyeland,"945 River Avenue, Lakewood, NJ 8701 US"
Morgenthal Frederics,"Palmer Square Mall 57 Palmer Square, West Princeton, NJ 8542 US"
Optical Arts,"4351 Hylan Blvd, Staten Island, NY 10312 US"
Williams Eye Works,"1884 Victory Blvd, Staten Island, NY 10314 US"
Viewtopia NYC,"810 Kings Highway, Brooklyn, NY 11223 US"
Optique Elegance,"1552 Coney Island Avenue, Brooklyn, NY 11230 US"
The Lens Center,"1318 55th Street, Brooklyn, NY 11219 US"
Advanced Eyecare,"115 7th Avenue, Brooklyn, NY 11215 US"
Eyes On Broadway,"1344 Broadway #4, Hewlett, NY 11557 US"
My Unique Optique,"324 Atlantic Avenue, Brooklyn, NY 11201 US"
Envision Optical,"505 Flushing Avenue, Brooklyn, NY 11205 US"
iLook Eyewear,"64A Mott Street, New York, NY 10013 US"
Credo New York,"80 Thompson St., New York, NY 10012 US"
Morgenthal Frederics,"399 West Broadway, New York, NY 10012 US"
Selima Optique,"59 Wooster Street, New York, NY 10012 US"
Sunny Eye Shop,"284 Driggs Avenue, Brooklyn, NY 11222 US"
Dover Street Market,"167 Lexington Avenue, Suite 100, New York, NY 10016 US"
Visionary Optics,"123 7th Avenue, New York, NY 10011 US"
Charlotte Jones Opticians,"509 9th Ave, New York, NY 10018 US"
Long Island Opticians,"3844 Sunrise Highway, Seaford, NY 11783 US"
Town Optical,"551 Fifth Ave 2nd Floor, New York, NY 10176 US"
Morgenthal Frederics,"680 Madison Avenue, New York, NY 10065 US"
Morgenthal Frederics,"10 Columbus Circle, New York, NY 10019 US"
EuroOptica,"280 Columbus Ave, New York, NY 10023 US"
Morgenthal Frederics,"944 Madison Ave #2, New York, NY 10021 US"
Morgenthal Frederics,"1155 Madison Avenue, New York, NY 10028 US"
Modern Day Optx,"575 Columbus Avenue, New York, NY 10024 US"
Morgenthal Frederics,"2110-H Northern Blvd, Manhasset, NY 11030 US"
Robert Max Opticians,"8730 Pacific Street, Omaha, NE 68114 US"
Advanced Family Eyecare,"24510 W Lockport Street, Suite 100, Plainfield, IL 60544 US"
Eye Candy Optical,"30311 Detroit Road, Westlake, OH 44145 US"
Eye Candy Optical,"400 Park Avenue Suite 192, Orange, OH 44122 US"
Eyetique,"28699 Chagrin Blvd, Suite #400, Woodmere, OH 44122 US"
Roseland Eyecare,"178 Eagle Rock Avenue, Roseland, NJ 7068 US"
Sunny Vision,"2500 Lemoine Ave, Fort Lee, NJ 7024 US"
Eye Gallery,"8 Spencer Place, Scarsdale, NY 10583 US"
Michael Allen Opticians,"7948 Jericho Turnpike, Woodbury, NY 11797 US"
I Fetish Optique,"1 Wheeler Ave, Pleasantville, NY 10570 US"
Morgenthal Frederics,"127 Main Street, New Canaan, CT 6840 US"
Roeloffs East Hampton Optical,"9 Barns Lane, East Hampton, NY 11937 US"
Peak Opticians,"174 Center Street, Wallingford, CT 6492 US"
Eye Mechanix,"52 S La Grange Road, La Grange, IL 60525 US"
Luxury Eyesight,"954 W Washington Blvd Suite 725, Chicago, IL 60607 US"
Pelini Eyecare,"328 S. Michigan Avenue, Chicago, IL 60604 US"
"Glasses, Ltd.","50 East Oak Street, Chicago, IL 60611 US"
"Glasses, Ltd.","900 N Michigan Ave 5th Floor, Chicago, IL 60611 US"
Morgenthal Frederics,"129 East Oak St, Chicago, IL 60611 US"
Glance Eyewear Gallery,"7220 Heritage Square Drive #560, Granger, IN 46530 US"
The Optical Shop of Toledo,"3205 W Central Avenue, Toledo, OH 43606 US"
Focus 313,"17135 Kercheval Avenue, Grosse Point, MI 48230 US"
Point of U,"291 Newbury Street, Boston, MA 2115 US"
Soma Optical,"8 Union Park Street, Boston, MA 2118 US"
All Eye Care Doctors,"1815 Massachusetts Ave, Cambridge, MA 2140 US"
All Eye Care Doctors,"63 Station Landing, Medford, MA 2155 US"
Bronze Optical,"1569 N Farwell Ave, Milwaukee, WI 53202 US"
Optix on Downer,"2636 N Downer Avenue, Milwaukee, WI 53211 US"
Cascade Optical,"6740 Cascade Road, Suite 1, Grand Rapids, MI 49546 US"
Optik Birmingham,"247 W. Maple Rd, Birmingham, MI 48009 US"
Optica,"2801 W. Big Beaver E132, Troy, MI 48084 US"
Eye Opener Optical Fashion,"2929 Monroe Avenue, Rochester, NY 14618 US"
Frameology Optical,"5781 Bridge Street, Syracuse, NY 13057 US"
Eye Look Optical,"1760 Massachusetts Avenue, Lexington, MA 2420 US"
All Eye Care Doctors,"85 Middlesex Turnpike, Burlington, MA 1803 US"
The Eye Site,"1715 S Wells, Meridian, ID 83642 US"
Image Eyes Optical,"360 Sun Valley Road Ketchum, Ketchum, ID 83340 US"
Glance,"330 Court Street NE, Salem, OR 97301 US"
Polsinelli Optometry,"4859 Meadows Road Suite 155, Lake Oswego, OR 97035 US"
Asterix Eyewear,"4936 Southeast Foster Road, Portland, OR 97206 US"
Visage Eyewear,"1046 NW Johnson Street, Portland, OR 97209 US"
Optik PDX,"3838 N. Mississippi Ave, Portland, OR 97227 US"
InVision Distinctive Eyewear,"3340 Galleria, Edina, MN 55435 US"
InVision Distinctive Eyewear,"11300 Wayzata Blvd, Minnetonka, MN 55305 US"
Owl Optical,"4318 Upton Avenue, Minneapolis, MN 55410 US"
InVision Distinctive Eyewear,"204 N. Washington Ave., Minneapolis, MN 55401 US"
InVision Distinctive Eyewear,"867 Grand Avenue, St. Paul, MN 55105 US"
Coal Creek Family Vision,"6923 Coal Creek Pkwy SE, Newcastle, WA 98059 US"
Seattle Vision Care Center,"311 Union Street, Seattle, WA 98101 US"
Hour Eyes Optical,"534 Broadway East, Seattle, WA 98102 US"
Eye Society,"700 110th Ave NE, Suite 255, Bellevue, WA 98004 US"
