Name,Address
MIAMI LAKES OPTICAL,"15600 NW 67TH AVE STE 210, MIAMI LAKES, FL 33014-2175"
COHENS FASHION OPT #36,"8000 W BROWARD BLVD STE 135, PLANTATION, FL 33388"
PREMIER EYE GROUP INC,"7480 FAIRWAY DR STE 105, MIAMI LAKES, FL 33014"
BITA EYECARE INC,"301 NW 84 AVE STE 205, PLANTATION, FL 33324"
NICHOLAS RASHID OD,"2583 E SUNRISE BLVD, FORT LAUDERDALE, FL 33304-3203"
CAPPUCCIO ENTERPRISES INC,"2140 E OAKLAND PARK BLVD, FORT LAUDERDALE, FL 33306-1109"
MED-646,"2419 E COMMERCIAL BLVD STE 100, FORT LAUDERDALE, FL 33308"
NOEL ELGUT MD,"6333 N FEDERAL HWY STE 401, FORT LAUDERDALE, FL 33308"
ROBIN G SHORROCK OD,"211 S FEDERAL HWY, POMPANO BEACH, FL 33062-5322"
LOW VISION INSTITUTE,"1540 E COMMERCIAL BLVD STE 102, FORT LAUDERDALE, FL 33334"
MED-399,"2301 WILTON DR C1, WILTON MANORS, FL 33305"
BEACH EYEGLASS EMPORIUM,"552 ARTHUR GODFREY RD, MIAMI BEACH, FL 33140-3510"
CHIC OPTIQUE,"2228 WILTON DR, WILTON MANORS, FL 33305-2132"
ROBERTS OPTICAL,"23 NE 44TH ST, OAKLAND PARK, FL 33334-1437"
BAHAMAS VISION CENTRE,"960 NW 53RD ST, FORT LAUDERDALE, FL 33309-3105"
MANUFACTURER DIRECT EYEWEAR,"142 W HILLSBORO BLVD, DEERFIELD BEACH, FL 33441-3433"
BOCA FAMILY EYECARE,"1001 SW 2ND AVE STE 4000, BOCA RATON, FL 33432"
VISUAL EYES AT MIZNER PK,"333 PLAZA REAL, BOCA RATON, FL 33432"
EYEWEAR GLASSES,"122 W PALMETTO PARK RD, BOCA RATON, FL 33432-3828"
ELOA KOSH POMPANO BEACH 20221,"2901 W MCNAB RD, POMPANO BEACH, FL 33069"
BLUE SHADES LIMITED,"2706 NW 29TH TERRACE, LAUDERDALE LAKES, FL 33311-2037"
CLEAR VISION EXPRESS,"1720 S ZAPATA HWY, LAREDO, TX 78046"
DAVID SAUL MORA OD,"1601 CORPUS CHRISTI ST, LAREDO, TX 78043-3302"
HAMMOND VISION CENTER,"2506 E RICHARDSON RD, EDINBURG, TX 78542"
CENTER FOR SIGHT- ENGLEWOOD,"1800 S MCCALL RD, ENGLEWOOD, FL 34223"
OCULAR SERVICES INC,"2165 TAMIAMI TRL S, VENICE, FL 34293-5034"
OPTICAL IMPRESSIONS,"1868 S TAMIAMI TRAIL, VENICE, FL 34293"
CENTER FOR SIGHT JACARANDA,"1236 JACARANDA BLVD, VENICE, FL 34292"
PELICAN STOCK ORDERS,"1360 E VENICE AVE, VENICE, FL 34285"
CENTER FOR SIGHT PL,"1360 E VENICE AVE, VENICE, FL 34285-9066"
CENTER FOR SIGHT- N PORT,"14844 S TAMIAMI TRL, NORTH PORT, FL 34287"
CENTER FOR SIGHT- PELICAN,"8224 S TAMIAMI TRAIL, SARASOTA, FL 34238"
CHARLOTTE OPTICAL,"18401 MURDOCK CIR UNIT A, PORT CHARLOTTE, FL 33948-1026"
"RICK J BILLINGS, OD","3900 CLARK RD STE E2, SARASOTA, FL 34233-2372"
KANTOR EYE ASSOC,"2111 BEE RIDGE RD, SARASOTA, FL 34239-6104"
CROSSROADS OPTICAL,"3800 S TAMIAMI TRL UNIT 102, SARASOTA, FL 34239-6907"
THOMAS BLOM OD PA,"2450 BEE RIDGE RD, SARASOTA, FL 34239-6301"
BEE RIDGE VISION CENTER,"3920 BEE RIDGE RD, SARASOTA, FL 34233-1258"
CENTER FOR SIGHT PUNTA GORDA,"314 TAMIAMI TRL STE 112, PUNTA GORDA, FL 33950"
CENTER FOR SIGHT - SOTO,"2650 S TAMIAMI TRL, SARASOTA, FL 34239"
CENTER FOR SIGHT- US 41,"2601 S TAMIAMI TRAIL, SARASOTA, FL 34239"
BAYVIEW OPTICIANS,"5872 BEE RIDGE RD, SARASOTA, FL 34233"
OPTICAL SERVICE,"1901 S OSPREY AVE, SARASOTA, FL 34239-3617"
TODD MORGAN OD,"2020 CATTLEMEN RD STE 500, SARASOTA, FL 34232-6284"
"SUSAN SLOAN, OD","500 S ORANGE AVE, SARASOTA, FL 34236-7502"
DONNA L SHOTWELL OD PA,"4934 FRUITVILLE RD, SARASOTA, FL 34232-2206"
UNIVERSITY EYE CARE,"2936 UNIVERSITY PKWY, SARASOTA, FL 34243-2412"
CHANDA WALL OD PA,"8432 LOCKWOOD RIDGE RD, SARASOTA, FL 34243"
CENTER FOR SIGHT- UNIVERSITY,"5409 UNIVERSITY PARKWAY, BRADENTON, FL 34201"
IN FOCUS FAMILY EYECARE,"8120 LAKEWOOD MAIN ST STE 101, BRADENTON, FL 34202"
DON WILLIAMSON OD,"3218 DEL PRADO BLVD S, CAPE CORAL, FL 33904"
BAYSHORE EYE CARE,"5632 26TH ST W, BRADENTON, FL 34207-3515"
SINCLAIR & CAMP/EYECARE E,"9122 58TH DR E, BRADENTON, FL 34202-9187"
LAKEWOOD FAMILY EYECARE,"11151 STATE RD 70 EAST, BRADENTON, FL 34202-8401"
ECOF - LABELLE,"2665 OAK RIDGE CT  STE B, FORT MYERS, FL 33901"
ECOF-NORTH FORT MYERS,"2665 OAK RIDGE CT STE B, FORT MYERS, FL 33901"
WEST FLORIDA EYE INC,"2814 LEE BLVD STE 3, LEHIGH ACRES, FL 33971-1561"
SPECTACULAR EYECARE LLC,"415 W HICKPOCHEE AVE, LA BELLE, FL 33935"
FAMILY EYE CARE OF OKEECHOBEE,"710 S PARROTT AVE, OKEECHOBEE, FL 34974"
BIG LAKE EYE CARE,"606 N PARROTT AVE, OKEECHOBEE, FL 34972-2646"
FLORIDA VISION OPT-INNOVATION,"10050 SW INNOVATION WY STE 101, PORT SAINT LUCIE, FL 34987"
FLORIDA VISION OPTIQUE,"10050 SW INNOVATION WAY STE 101, PORT SAINT LUCIE, FL 34987"
EWING OPTICAL CORP,"11388 OKEECHOBEE BLVD STE A, ROYAL PALM BEACH, FL 33411-8705"
JOLENE A REITER OD,"129 S STATE RD 7 STE 404, WELLINGTON, FL 33414-4379"
EYE EXPRESSIONS LLC,"7100 FAIRWAY DR  STE 39, PALM BEACH GARDENS, FL 33418-4034"
OPTICAL DEPARTMENT,"7101 FAIRWAY DR 1ST FL, PALM BEACH GARDENS, FL 33418"
THE ELITE VISION CARE INC,"4252 NORTHLAKE BLVD, PALM BEACH GARDENS, FL 33410"
M&C OPTICS LLC,"10887 MILITARY TRAIL STE 3, PALM BEACH GARDENS, FL 33410"
MARCIANO FAMILY OPTOMETRIC PA,"1788 N JOG RD, WEST PALM BEACH, FL 33411"
GARDENS EYECENTER,"1360 N KILLIAN DR STE 2, LAKE PARK, FL 33403"
MED-320,"9810 ALTERNATE A1A STE 107, PALM BEACH GARDENS, FL 33410"
SHEPARD OPTICAL,"1183 OLD DIXIE HWY, LAKE PARK, FL 33403-2319"
OPTICAL SERVICE,"4820 OKEECHOBEE BLVD, WEST PALM BEACH, FL 33417-4628"
MARCIANO FAMILY VISION ASSOCIATES,"11380 PROSPERITY FARMS RD STE 120, PALM BEACH GARDENS, FL 33410"
DR CATHERINE LOWE,"11380 PRSPRTY FMS RD STE 112, PALM BEACH GARDENS, FL 33410-3450"
DEBRA A SHIM OD,"451 UNIVERSITY BLVD STE 102, JUPITER, FL 33458-3102"
GENERATION ONE INC,"2532 OKEECHOBEE BLVD, WEST PALM BEACH, FL 33409-4006"
OPTIC NIRVANA,"10300  FOREST HILL BLVD STE 161, WELLINGTON, FL 33414-3124"
KELSO EYE CARE,"2205 W INDIANTOWN RD, JUPITER, FL 33458-7917"
AW EYECARE LLC,"2545 STATE RD 7 STE 10, WELLINGTON, FL 33414"
DOUGLAS L STEPHENSON OD,"13901 US HIGHWAY 1 STE 12, JUNO BEACH, FL 33408-1612"
DR JOEL N HERSCH,"935 MILITARY TRL STE 101, JUPITER, FL 33458-7009"
BENAIM EYE,"1015 W INDIANTOWN RD STE A201, JUPITER, FL 33458"
HM SIMKIN OD PA,"233 ROYAL POINCIANA WAY, PALM BEACH, FL 33480"
FAMILY VISION CENTER PA,"3175 STATE RD 7 STE 100, WELLINGTON, FL 33449"
JASPER EYECARE,"319 BELVEDERE RD STE 1, WEST PALM BEACH, FL 33405-1231"
CLEAR VUE EYE CENTER,"7657 LAKE WORTH RD, LAKE WORTH, FL 33467-2534"
RAYMOND E SCHWARTZ OD,"3015 S CONGRESS AVE STE 8, PALM SPRINGS, FL 33461"
VISION PRECISION HOLDINGS,"3801 S CONGRESS AVE, PALM SPRINGS, FL 33461-4140"
"BARTON PARKER, OD","6201 S JOG RD STE 104, LAKE WORTH, FL 33467-6576"
GDI OPTICAL LLC,"6586 HYPOLUXO RD STE 105, LAKE WORTH, FL 33467"
BHAKTA OPTEMETRIC INC,"8755 HYPOLUXO RD STE 2, LAKE WORTH, FL 33467"
ERICKSON & COSTELLO,"1280 W LANTANA RD STE 1, LANTANA, FL 33462-1543"
MyEyeDr.,"9804 S Military Trail, Boynton Beach, FL 33436"
MED-317,"9804 S MILITARY TRL STE E7, BOYNTON BEACH, FL 33436"
GREG PIENTKA OD,"640 W BOYNTON BEACH BLVD, BOYNTON BEACH, FL 33426-3637"
VISUAL EYES OF DELRAY,"14917 LYONS RD STE 108, DELRAY BEACH, FL 33446"
PRECISION EYEWEAR,"16201 S MILITARY TRL, DELRAY BEACH, FL 33484-6503"
DR CLYDE A CHAPMAN,"1100 LINTON BLVD STE C7, DELRAY BEACH, FL 33444"
SEA VIEW OPTICAL,"1705 S FEDERAL HWY STE A8, DELRAY BEACH, FL 33483"
SCHMIDT'S OPTICAL,"2341 SE FEDERAL HWY, STUART, FL 34994-4528"
FLORIDA VISION OPTIQUE-STUART,"1050 SE MONTEREY RD STE 103, STUART, FL 34994"
EARTH VIS EYE CARE,"5499 N FEDERAL HWY STE E, BOCA RATON, FL 33487-4993"
DR MARCUS D HINOJOSA,"5707 SPRINGFIELD AVE, LAREDO, TX 78041"
"ALFRED TREVINO, MD","1006 E HILLSIDE RD, LAREDO, TX 78041-3287"
CLEAR VISION EXPRESS LAREDO 3 LLC,"9902 MCPHERSON RD STE 14 & 15, LAREDO, TX 78045"
CLEAR VISION EXPRESS LTP,"5401 MCPHERSON RD STE 13, LAREDO, TX 78041"
PAUL TRAN OD,"5702 MCPHERSON RD UNIT 21, LAREDO, TX 78041"
TEXAS STATE OPTICAL,"2019 NE BOB BULLOCK LOOP STE C-400, LAREDO, TX 78045-6595"
FLORES EYECARE CLINIC,"2329 JACAMAN RD STE 15, LAREDO, TX 78041-6403"
CLOUD EYE ASSOCIATES,"559 N US HWY 281  STE A, ALICE, TX 78332"
"RAYMUND GARZA, OD","777 N TEXAS BLVD, ALICE, TX 78332-3883"
FIVE POINTS EYECARE PLLC,"4101 IH 69 ACCESS RD STE B3, CORPUS CHRISTI, TX 78410-4542"
HERIBERTO D RAMOS OD,"7042 S STAPLES ST STE 101, CORPUS CHRISTI, TX 78413"
DIVINE INNOVATIONS,"6646 S STAPLES ST STE 108, CORPUS CHRISTI, TX 78413"
NHAN EYE ASSOCIATES PLLC,"5717 SARATOGA BLVD STE 113, CORPUS CHRISTI, TX 78414-4206"
AYNN L UPTON O.D.,"5014 HOLLY ROAD, CORPUS CHRISTI, TX 78411"
FAMILY VISION ASSOCIATES,"5431 EVERHART RD, CORPUS CHRISTI, TX 78411-4805"
COASTAL BEND EYE CENTER PA,"900 MORGAN AVE, CORPUS CHRISTI, TX 78404"
LAYTON BROTHERS OPTICAL,"3636 S ALAMEDA ST STE D, CORPUS CHRISTI, TX 78411-1739"
PRO OPTICAL,"5718 MCARDLE RD STE 103, CORPUS CHRISTI, TX 78412-3488"
TSO PORTLAND PLLC,"1540 WILDCAT DR STE A, PORTLAND, TX 78374-2814"
"CLAUDE D MCMULLEN, OD","8982 SEMINOLE BLVD, SEMINOLE, FL 33772-3850"
MED-279,"10785 102ND AVE, SEMINOLE, FL 33778"
EYE INSTITUTE OPTICAL LLC,"1225 W BAY DR, LARGO, FL 33770"
EYE DESIGNS OPTICAL AND,"2875 TYRONE BLVD N, SAINT PETERSBURG, FL 33710"
MED-275,"1450 66TH ST N, SAINT PETERSBURG, FL 33710"
