Name,Address
"OASIS EYE CARE, OPTICAL & MED SPA","1868 S TAMIAMI TRAIL, VENICE, FL 34293"
"Roger A. Otto, O.D., P.A.","1444 Kennedy Dr, Key West, FL 33040"
Englewood Eye Care & Optical,"150 South Indiana Ave., Englewood, FL 34223"
Only Eyes Optical,"6541 Superior Avenue, Sarasota, FL 34231"
Center for Sight,"1360 E Venice Ave, Venice, FL 34285"
Naples Optical #016461,"728 9th Street N, Naples, FL 34102"
Gulf South Optics #70470,"1500 5th Ave South Ste 109, Naples, FL 34102"
Center For Sight,"700 Neopolitan Way, Naples, FL 34103"
Van Buskirk Opticians #910,"798 Neopolitan Way S., Naples, FL 34103"
"Optical Shoppe of Florida Keys, Inc","2357 Overseas Hwy, Marathon, FL 33050"
Eye-N-Eye Vision Center,"12091 SW 152nd St, Miami, FL 33177"
Exceptional Vision,"9000 SW 152 St, Miami, FL 33157"
Dr. Bruce Clarin #20,"14429 South Dixie Hwy, Miami, FL 33176"
Family Eye Care Center #022135,"9065 SW 87 Ave, Miami, FL 33176"
Dr. Lloyd E. Schneider,"7450 SW 57th Ave, S. Miami, FL 33143"
Eye Care Optical Center,"7300 SW 57th Ave S, Miami, FL 33143"
Eye Desire Optical Boutique #43603,"1000 17th Street, Miami Beach, FL 33139"
Gould Vision,"523 W. 41st Street, Miami Beach, FL 33140"
111721 Delaware Acquireco Inc.,"5000 SW 75th Ave.,  Ste 203, Miami, FL 331355"
Oberle Opticians,"9552 Harding Ave, Surfside, FL 33154"
Lopez Optical,"3025 Coral Way, Miami, FL 33145"
BenNissan Eyes #2912,"3491 NE 163rd St, North Miami Beach, FL 33160"
Eyeglass Galleria #010166,"12559-A Biscayne Blvd, North Miami, FL 33181"
Cohen's Fashion Optical #230,"Plaza Las Americas, Hato Rey, PR 918"
SCR Empresas Visuales,"200 Grand Blvd Los Prados,, Caguas, PR 727"
Eye Optical & Management Group,"2800 Ave.Jesus T. Pineiro Ste#3, Cayey, PR 736"
Eye Q Optical Limited,"8 St Lucia Avenue, New Kingston, WI W.I"
POULIN OPTIC 2000,"3 RUE KENNEDY, SAINT MARTIN, 9A 97150"
OPTIC LAB - EURL PICCIONE,"156 157 HOWEL CENTER MARIGOT, SAINT MARTIN, 9A 97150"
TSO Galveston,"515 22nd St, Galveston, TX 77550"
TSO of Texas City,"2702 Palmer Hwy, Texas City, TX 77590"
Ascension Optical,"2308 S. Burnside, Gonzales, LA 70737"
Baldwin Optical,"310 E. Laurel, Foley, AL 36535"
Gulf Coast Eye Center,"2940 South Tamiami Trail, Sarasota, FL 34239"
OPTICAL SERVICES,"1901 S OSPREY AVE, SARASOTA, FL 34239"
"Center for Sight, LLC","1360 E Venice Ave, Venice, FL 34285"
Astute Vision Care Kendall,"14784 SW 88th St, Miami, FL 33196"
Eyes on Sunrise,"2583 E Sunrise Blvd, Fort Lauderdale, FL 33304"
Eye Catchers Optique,"318 E Palmetto Park Road, Boca Raton, FL 33432"
Seaview Optical,"1705 S Federal Hwy., Delray Beach, FL 33483"
Eye & Ear,"514 E Woolbright Road, Boynton Beach, FL 33435"
Elite Eyecare Medical Group,"2040 Viborg Rd, Solvang, CA 93463"
Family Eyecare Optometry Center,"2030 Viborg Road, Solvang, CA 93463"
Optical Image Tucson Mall,"4500 North Oracle Road #127, Tucson, AZ 85705"
West Texas Eyecare,"605 N. Main Street, Fort Stockton, TX 79735"
"TSO of Santa Fe, P.A.","13135 Highway 6, Santa Fe, TX 77510"
"Primary Eye Care Center I, LLP","2800 S Gordon Street, Alvin, TX 77511"
TSO League City,"2700 Marina Bay Drive A, League City, TX 77573"
Bayou Vision Associates,"5000 Ambassador Caffery Pkwy, Lafayette, LA 70508"
South City Optical,"214 South City Parkway, Lafayette, LA 70503"
Dr C Vision Care,"9409 W Hwy 98, Pensacola, FL 32506"
Gene J.A. Terrazza OD and Associates,"113 Palafox Place, Pensacola, FL 32502"
Emerald Coast Optometry Assoc #10657,"11570 Panama City Beach Pkwy, Panama City Beach, FL 32407"
Belleair Opticians,"100 N Indian Rocks Rd, Belleair Bluffs, FL 33770"
"Rick Billings, OD","3900 Clark Road #E-2, Sarasota, FL 34233"
Vanderbilt Optical,"823 Vanderbilt Beach Rd., Naples, FL 34108"
Naples Optical Too #020380,"5959 Pine Ridge Rd, Naples, FL 34119-3955"
"Kennedy Vision, PA","18503 Pines Blvd Ste 205, Pembroke Pines, FL 33029"
Pines Vision Care,"17782 SW 2nd St, Pembroke Pines, FL 33029"
"Deborah C Weston, OD PA #371","1673 Market Street, Weston, FL 33326"
Rouse Family Eyecare # 7078,"15916 W State Rd 84, Fort Lauderdale, FL 33326"
Best Image Optical,"2618 NW 112th Ave, Miami, FL 33172"
James M. Beranek OD #10518,"3277 Hollywood Blvd, Hollywood, FL 33021"
ABC Optical,"3419 Johnson St, Hollywood, FL 33021"
Ives Family Eyecare,"1031 Ives Dairy Rd., N. Miami, FL 33179"
The Eye Center,"1732 University Dr., Pembroke Pines, FL 33024"
Krisel Eye Care Center,"6795 Stirling Rd, Davie, FL 33314"
Envision Eye Care,"2641 E. Oakland Pk Blvd, Fort Lauderdale, FL 33306"
CLEARSIGHT,"1378 SE 17th Street, Fort Lauderdale, FL 33316-1708"
"Michael Loeffler, MD #7156","2100 East Sample Rd, Lighthouse Point, FL 33064"
Fort Lauderdale Eye Associates,"2466 E. Commercial Blvd, Ft. Lauderdale, FL 33308"
New Look Eyewear #004076,"819 North Federal Hwy, Boca Raton, FL 33432"
Seaview Optical,"406 E Atlantic Ave, Delray Beach, FL 33483"
Greg Pientka OD PA,"640 W Boynton Beach Blvd, Boynton Beach, FL 33426"
All Eyecare Optometry,"99 E Daily Drive, Camarillo, CA 93010"
Optical Illusion,"423 W Nolana, McAllen, TX 78504"
Vision Boutique,"6646 S. Staples St, Corpus Christi, TX 78413"
"Aynn Upton, O.D.","5014 Holly Rd., Corpus Christi, TX 78411"
Layton Brothers Optical #2047,"3636 S Alemeda, Corpus Christi, TX 78411"
Coastal Bend Eye,"PO Box 3827, Corpus Christi, TX 78463"
TSO Portland,"1540-A Wildcat Drive, Portland, TX 78374"
TSO- Jefferson City,"3429 Twin City Highway, Port Arthur, TX 77642"
VISION SOURCE MANDEVILLE,"3545 HIGHWAY 190, MANDEVILLE, LA 70471"
Premier Medical Group,"1330 North McKenzie Street, Foley, AL 36535"
Amanda Byers OD PA,"826 Harrison Ave, Panama City, FL 32401"
Stephanie Quesada Moore OD,"426 W. 23rd Street, Panama City, FL 32405"
THE OPTICAL FACTORY,"800 E BAY DRIVE, LARGO, FL 33770"
Disston Optical,"3435 49th Street N, Saint Petersburg, FL 33710"
Optimart,"4359 35th Street North, St Petersburg, FL 33714"
Eye Physicians and Surgeons,"4790 Barkley Circle, Fort Myers, FL 33907"
Quigley Eye Specialists,"44 Barkley Circle, Fort Myers, FL 33907"
Gorovoy Eye Specialists,"12381 S Cleveland Ave, Fort Myers, FL 33907"
Southwest Florida Eye Care,"6850 International Center Blvd, Fort Myers, FL 33912"
Eyes Etc Optical,"13451 McGregor Blvd #3, Fort Myers, FL 33919"
Ewing Optical Corp,"11388 Okeechobee Blvd, Royal Palm Beach, FL 33411"
20/Twenty Eyecare,"10660 Forest Hill Blvd #210, Wellington, FL 33414"
Family Vision Center,"3175 State Rd 7, Wellington, FL 33449"
Palm City Eye Care,"2660 SW Immanuael Drive, Palm City, FL 34990"
St Lucie Optical West #8866,"1302 SW St Lucie Blvd, Port Saint Lucie, FL 34986"
Elite Vision Care,"4252 North Lake Blvd.,, Palm Beach Gardens, FL 33410"
Optical Gallery,"4505 PGA Boulevard, Palm Beach Gardens, FL 33418"
MARCIANO FAMILY OPTOMETRIC,"1788 NORTH JOG ROAD, WEST PALM BEACH, FL 33411"
Marciano Family Vision Associates,"11380 Prosperity Farms Road, Palm Beach Gardens, FL 33410"
Mittleman Eye-West Palm,"2000 Palm Beach Lakes Blvd, West Palm Beach, FL 33409"
Cano & Manning Eye Center,"2068 Palm Beach Lakes Blvd, West Palm Beach, FL 33409"
Optical Oasis,"287 E. Indiantown Rd, Jupiter, FL 33477"
Laurie S. McConnell OD,"253 S. U.S. Hwy 1, Tequesta, FL 33469"
"Dr. Kevin Hirano, OD","3185 Old Conejo Rd, Newbury Park, CA 91320"
Palos Verdes Family Vision Optometry,"827 Deep Valley Dr, Palos Verdes Peninsu, CA 90274"
"JSN Eye Care , PLLC","2112 E Main St, Uvalde, TX 78801"
Mira Vision Boutique,"701 E. Houston St, Beeville, TX 78102"
Lily Vision Pllc,"3331 Meridiana Pkwy 800, Rosharon, TX 77583"
TSO Mid County,"8700 Central Mall Drive, Port Arthur, TX 77642"
Boreing Vision Clinic,"500 West McNeese St, Lake Charles, LA 70605"
"Bay Eyes Spectacular, Inc #70662","1624 N McKenzie St, Foley, AL 36535"
O'Donnell Eye Institute,"6757 US Hwy 98, Santa Rosa Beach, FL 32459"
South Walton Eyecare,"13625 East Emerald Coast Pkwy, Inlet Beach, FL 32461"
Eye See Clear Vision,"928 Curlew Road, Dunedin, FL 34698"
"Stephanie Coates, P.A.","1228 County Road 1, Dunedin, FL 34698"
Onsight Optical Inc,"2120 Calumet Street, Clearwater, FL 33765"
St Pete Eye Care Specialists,"1900 1st Ave North, St Petersburg, FL 33713"
The Optic Shop II #1438,"109 2nd Street North, Saint Petersburg, FL 33701"
VIP Eye Care,"2201 4th ST N, Saint Petersburg, FL 33704"
Artisan Eye,"5489 Lena Road, Lakewood Ranch, FL 34211"
St. Pete Optical #21357,"3210 Dr. MLK Jr. St N, Saint Petersburg, FL 33704"
Pearle Vision,"1371 Town Center Dr., Lakeland, FL 33803"
Value Optical,"2511 Thonotosassa Road, Plant City, FL 33563"
Optical Outfitters,"242 Harbor Village Lane, Apollo Beach, FL 33572"
Family Vision Enterprises,"1929A W. Brandon Blvd, Brandon, FL 33511"
Buena Vista Eyeland,"1619 US Highway 1, Sebastian, FL 32958"
Treasure Coast Opticians,"715 17th Street, Vero Beach, FL 32960"
True Eye Experts West Palm LLC,"634 21st Street, Vero Beach, FL 32960"
LKS Holdings,"792 South US 1, Vero Beach, FL 32962"
Diana C. Hernandez O.D. LLC,"964 South Wickham Road, West Melbourne, FL 32904"
CR Lait Optical,"2305 Olender Ave, Fort Pierce, FL 34982"
Amyx Optical Inc.,"8958 S US Highway 1, Port Saint Lucie, FL 34952"
Eyewear of Stuart,"2090 E Ocean Blvd, Stuart, FL 34996-3304"
Ocean Optical,"900 SE Ocean Blvd, Stuart, FL 34994"
Coastal Optical Center #014151,"304 SE Hospital Ave, Stuart, FL 34994"
Schmidt's Optical,"2341 SE Federal Hwy, Stuart, FL 34994"
EYES OF JUPITER,"935 MILITARY TRAIL # 101, Jupiter, FL 33458"
"The Eye Man Optical, Inc","2482 SE Federal Hwy, Stuart, FL 34994"
Mittleman Eye-Jupiter,"601 University Blvd, Jupiter, FL 33458-2788"
Beaufort Vision Clinic,"300 Campen Rd, Beaufort, NC 28516"
EYE TO EYE,"1011C ARENDELL ST, MOREHEAD CITY, NC 28557"
Pismo Beach Optix #022795,"900 Price Street, Pismo Beach, CA 93449"
Kenneth A. Peterson OD #10-004081,"911 Oak Park Blvd, Pismo Beach, CA 93449"
Southwest Retina Eye Center,"907 W. Second Street, Odessa, TX 79763"
Bluebonnet Optometry,"9610 State Highway 151, San Antonio, TX 78251"
THE OPTICAL DISPENSARY INC,"1100 N MAIN AVE # 200, SAN ANTONIO, TX 78212"
Northwest Family Eye Care,"6450 NW Loop 410, San Antonio, TX 78238"
"Deviney Vision Care & Assoc, P.A.","4501 McCullough Ave, San Antonio, TX 78212"
Vision Source Victoria,"8806 North Navarro Street, Victoria, TX 77904"
Lifestyle Vision LLC,"10119 US Hwy 59 South, Wharton, TX 77488"
Menard Eye Center,"4315 Lake Street, Lake Charles, LA 70605"
Falgoust Optical,"1980 Tybee Lane, Lake Charles, LA 70605"
Wells Vision & Laser Eye Center,"24700 Hwy 331 South, Santa Rosa Beach, FL 32459"
TRUE FOCUS EYE CARE,"8319 EMBASSY BOULEVARD, PORT RICHEY, FL 34668"
Schulz Eye Care,"4107 Little Road, New Port Richey, FL 34655"
"Jay Rosenfeld, OD, PA","2541-1 Countryside Blvd, Clearwater, FL 33761"
"Trinity Family Eyecare, P.A.","10710 State Road 54, Trinity, FL 34655"
Brooksville Optical,"7631 Horse Lake Rd, Brooksville, FL 34601"
Center Optical,"2100 Via Bella Blvd, Land O' Lakes, FL 34639"
"Thanh & Vi Eye Care, Inc.","1620 Avalon Road, Winter Garden, FL 34787"
New Vision Care,"15508 West Colonial Drive, Winter Garden, FL 34787"
Eyedeology Eye Care,"8685 Fenton St, Orlando, FL 32836"
Bay Hill Eyecare,"7051 Dr Phillips Blvd, Orlando, FL 32819"
The Spectacle Shoppe,"7335 W Sand Lake Rd, Orlando, FL 32819"
You & Eyes,"425 S. Avalon Pk Blvd, Orlando, FL 32828"
Freedom Optical #22590,"4725 Fay Blvd, Cocoa, FL 32927"
Innovation Eye Care,"19475 Boggy Creek Rd Ste B, Orlando, FL 32832"
Port Saint John Eye Care,"3720 Curtis Blvd, Port Saint John, FL 32927"
Eyedeal Vision Care Inc.,"1285 S. US Hwy 1, Rockledge, FL 32955"
Atlantis Vision Center,"2194 S A1A, Indian Harbour Beach, FL 32937"
"Peter A. Santisi, O.D., P.L.","950 N COURTENAY PKWY # 12, Merritt Island, FL 32953"
Cowling Eyecare,"495 N Courtenay Pkwy, Merritt Island, FL 32953"
John J. Marcin,"2330 N Wickham Rd, Melbourne, FL 32935"
Brevard Vision Care,"2420 S Babcock St, Melbourne, FL 32901"
WILMINGTON EYE-SOUTHPORT,"5211 EASON ST, SOUTHPORT, NC 28461"
Paul Vision Institute,"1613 Military Cutoff Rd #230, Wilmington, NC 28403"
Hampstead Optometry & Optical,"16747 US Hwy 17, Hampstead, NC 28443"
"C & S Optometric Services, PLLC","2805 Village Way, New Bern, NC 28562"
Pacific Eye Surgeons,"3855 Broad St, San Luis Obispo, CA 93401"
Marana Eye Care,"4340 W Ina Rd, Tucson, AZ 85741"
TSO Kerrville,"237 W Water St, Kerrville, TX 78028"
"Celeste Acosta, OD, PC.","11864 Bandera Road, Helotes, TX 78023"
Today's Vision Med Center,"1955 Babcock Rd, San Antonio, TX 78229"
EYE ASSOCIATES OF SOUTH TEXAS,"908 E COURT STREET, SEGUIN, TX 78155"
Seguin Texas State Optical PLLC,"515 E. Court St., Seguin, TX 78155"
Carrera Optical,"207 Pat Booker Road, Universal City, TX 78148"
"DIAMOND K EYE CARE, INC.","1420 SCHERTZ PARKWAY, SCHERTZ, TX 78154"
Dr. Michael Castro & Associates,"17460 IH 35 N., Schertz, TX 78154"
Vision Care,"600 S Colorado St, Lockhart, TX 78644"
Austin County Eye Associates,"1617 Meyer St, Sealy, TX 77474"
"The Third Sister, PLLC","6630 FM 1463 Rd, Katy, TX 77494"
Today's Vision Richmond,"7909 West Grand Pkwy Ste 280, Richmond, TX 77407"
"TSO Richmond Aliana, PA","10177 W. Grand Parkway South, Richmond, TX 77407"
Today's Vision PA,"10201 Broadway, Pearland, TX 77584"
Eyes & Optics of Pearland,"2802 Business Center Dr, Pearland, TX 77584"
"Melissa M Sommers, OD PC","100 East Nasa Pwky Ste 70, Webster, TX 77598"
TSO Beaumont,"5910 Meula Creek Dr., Beaumont, TX 77706"
North Shore Spectacles,"69160 Hwy 59, Mandeville, LA 70471"
Advanced Eyecare LLC,"5 Alex Place, Picayune, MS 39466"
Bay Eyes Spectacular #70657,"411 N Section St. # 1, Fairhope, AL 36532"
ARDMORE VISION & LASER EYE CENTER,"WELLS VISION & LASER EYE CENTER, Ardmore, OK 73401"
Wells Vision & Laser Eye Center,"36086 Emerald Coast Pkwy, Destin, FL 32541"
Pearle Vision #8137,"4418 Commons Dr, Destin, FL 32541"
Tallahassee Eye Center,"2858 Mahan Drive, Tallahassee, FL 32308"
Eye Associates of Tallahassee,"2020 Fleischmann Road, Tallahassee, FL 32308"
The Focal Pointe,"2724 Capital Circle NE, Tallahassee, FL 32308"
West Coast Eye Institute #11680,"240 N Lecanto Hwy, Lecanto, FL 34461"
Hedges Eye Care,"14128 West Newberry Rd., Newberry, FL 32669"
Super Optical Express #884,"6757 W Newberry Road, Gainesville, FL 32605"
Gainesville Opticians,"4220 NW 16th Blvd.,, Gainesville, FL 32605"
THORNEBROOK OPTICAL,"2441 NW 43RD ST # 2-C, GAINESVILLE, FL 32606"
Ocala Eye Optical,"1500 SE Magnolia EXT, Ocala, FL 34471"
Ritz Eye Care,"5215 SE Abshier Blvd, Belleview, FL 34420"
Precision Optics,"1400 Us Highway 441 North, The Villages, FL 32159"
Precision Optics,"801 CR 466, Lady Lake, FL 32159"
Peepers Eyecare Inc.,"301 Colony Blvd, The Villages, FL 32162"
Blahnik Eye Care,"3740 South Ridgewood Ave, Port Orange, FL 32129"
Vision One Inc,"1900 Mason Ave, Daytona Beach, FL 32117"
Dr Eye,"1633 Taylor Rd Ste 104, Port Orange, FL 32128"
Dr. Eye / Dr. Jason Iannarelli P.A.,"1400 Hand Ave, Ormond Beach, FL 32174"
Tomoka Eye,"345 Clyde Morris Blvd, Ormond Beach, FL 32174"
Precision Eye Institute,"2568 S Ridgewood Ave #4, Edgewater, FL 32141"
Beach Vision Center,"103 Faulkner Street, New Smyrna Beach, FL 32168"
"Aker Eye Center, P.A.","338 South Washington Ave, Titusville, FL 32796"
Seashore Eye Associates,"1612 Doctors Cr., Wilmington, NC 28401"
Coastal Eye Clinic Optical Shop,"802 McCarthy Blvd, New Bern, NC 28562"
MAISON OPTIQUE OPTOMETRIC CENTER,"3525 PACIFIC COAST HWY, Torrance, CA 90505"
Style of Optics #14610,"2315 Pacific Coast Hwy, Lomita, CA 90717"
PATEL & GENDELMAN OD'S APOC,"9349 MISSION GORGE RD STE 114, SANTEE, CA 92071"
TJK Vision LLC,"201 W Fox St, Carlsbad, NM 88220"
Total Vision Center,"4101 E 42nd Street, Odessa, TX 79762"
Eyes Only,"3540 Sherwood Way, San Angelo, TX 76901"
Boerne Vision Center,"27511 IH 10 W, Boerne, TX 78006"
Ultra Vision #6591,"6818 Heuermann Rd, San Antonio, TX 78256"
Eyes of Cresta Bella,"19739 Interstate 10, San Antonio, TX 78257"
Bulverde Vision Source,"121 Bulverde Crossing, Bulverde, TX 78163"
Robison Eyecare PLLC,"3107 TPC PKWY, San Antonio, TX 78259"
Acuity Eye Care,"4217 Benner Rd, Kyle, TX 78640"
512 Eye,"11200 Menchaca Rd, Austin, TX 78748"
TANGLEWOOD VISION CENTER,"2110 SLAUGHTER LN, STE 129, AUSTIN, TX 78748"
B Vo Vision,"6611 S MoPac Expy, Austin, TX 78749"
Texas Vision Clinic,"87 Loop 150 West, Bastrop, TX 78602"
TSO Riverside,"2410 E. Riverside Drive, Austin, TX 78741"
Valentino P. Luna Jr. #70555,"2800 S I-H 35, Austin, TX 78704"
"Dr. Amin, Clark & Assoc Optometrists","5501-B N. IH 35, Austin, TX 78723"
"Fulshear Family Eyecare, PLLC","2750 FM 1463, Katy, TX 77494"
Today's Vision Cypress Fry Rd,"8931 Fry Rd., Cypress, TX 77433"
TSO Cypress,"26321 NW Fwy 500, Cypress, TX 77429"
TSO SPRING,"19752 NORTH FREEWAY, STE B, Spring, TX 77373"
Natsirt PC,"6640 Cypresswood Dr, Spring, TX 77379"
TSO of Champion,"5774 FM 1960 West, Houston, TX 77069"
TSO Rayford,"3535 Rayford Rd, Spring, TX 77386"
Today's Vision-Deerbrook,"20811 Highway 59 North, Humble, TX 77338"
Eagle Family Vision,"3650 Eagle Creek Drive, Mont Belvieu, TX 77523"
Vision Source Baytown,"6956 Garth Rd, Baytown, TX 77521"
Houston Ophthalmology Associates,"1618 W Baker Road, Suite A, Baytown, TX 77521"
Vision Source Atascocita,"5514 Atascocita Rd, Humble, TX 77346"
MitResh Optometry LLC,"7673 Perkins Rd, Baton Rouge, LA 70810"
Eyemax Family Optical,"7539 Corporate Blvd, Baton Rouge, LA 70809"
Mobile Bay and Dental,"1651 Schillinger Road North, Semmes, AL 36575"
West Florida Optometry,"5062 Mobile Hwy, Pensacola, FL 32506"
"Dr. F Donald Colley, PA #70264","2105 Town St, Pensacola, FL 32505"
Family Eye Care,"PO Box 511, Mary Esther, FL 32569"
"Davis Optometry Group, P.A.","2922 Jefferson St, Marianna, FL 32446"
Cairo Eye Care,"321 N BROAD STREET, CAIRO, GA 39828"
Bainbridge Vision Clinic #1596,"1601 E. Shotwell Street, Bainbridge, GA 39818"
Optical Associates #4681,"3024 N. Patterson St, Valdosta, GA 31602"
Starling Eye Group,"4635 NW 53rd Ave, Gainesville, FL 32653"
Trillium Eye Care,"14866 Old Saint Augustine Road, Jacksonville, FL 32258"
InOptix Eyecare Associates LLC,"7840 Gate Pkwy, Jacksonville, FL 32256"
Claritas Eye Care,"7458 US Highway 1 North, St. Augustine, FL 32095"
A1A Family Eyecare,"4788 Hodges Blvd, Jacksonville, FL 32224"
Rowe Family Eyecare,"1100 Ponce De Leon Blvd, Saint Augustine, FL 32084"
St. Augustine Vision Center,"25 Deltona Blvd, Saint Augustine, FL 32086"
Gateway Vision Inc,"447 #1 Atlantic Blvd, Atlantic Beach, FL 32233"
Eye Style Optical,"1240 Palm Coast Pkwy SW, Palm Coast, FL 32137"
Eye Design Eyewear LLC,"900 W Granada Blvd, Ormond Beach, FL 32174"
Thomas J Mirabile Jr. OD #536,"1031 Highway 41, Mount Pleasant, SC 29466-9320"
Robert Smith OD #70240,"115 Willwbrook Blvd #H, Pawleys Island, SC 29585"
Indigo Vision Center,"302 Church Streeet, Georgetown, SC 29440"
Dr. Christopher Moshoures #5370,"4830 Main St, Shallotte, NC 28459"
Georgeâ€™s Optical Shop,"1125 N Road St, Elizabeth City, NC 27909"
Mann Trinh Optometry Inc,"277 Hampshire Rd, Thousand Oaks, CA 91361"
Casa Grande Eye Care,"1968 N. Peart Rd, Casa Grande, AZ 85122"
Imagine Eyewear #20910,"2215 Midland Drive, Midland, TX 79707"
The Optical Shoppe,"3415 Andrews Highway, Midland, TX 79703"
San Angelo Family Eye Clinic,"2705 Sherwood Way, San Angelo, TX 76901"
Eye Associates,"2311 Scurry St, Big Spring, TX 79720"
Lone Star Optical,"109 S Park Dr, Brownwood, TX 76801"
Andrea Baker Optical,"1001 Buchanan Dr, Burnet, TX 78611"
Burnet Eye Care #16100,"2801 S. Water St., Burnet, TX 78611"
Liberty Hills Eyes,"14370 W State Hwy 29, Liberty Hill, TX 78642"
Vista Family Eye Care,"14125 West State Hwy 29, Liberty Hill, TX 78642"
North Shore Eye Care,"7708 Lohman Ford Rd, Lago Vista, TX 78645"
Eye Associates of Georgetown,"107 Wagon Wheel Trail, Georgetown, TX 78628"
TSO GEORGETOWN,"950 W UNIVERSITY AVE, Georgetown, TX 78626"
CRYSTAL FALLS VISION CENTER,"3550 LAKELINE BLVD, LEANDER, TX 78641"
Clearly Eyecare LLC,"1900 University Blvd, Round Rock, TX 78665"
Texas Regional Eye Center Optic,"3811 Sagebriar Dr, Bryan, TX 77802"
Mays Eye PLLC,"1109 Rock Prairie, College Station, TX 77845"
URBAN OPTICS,"4081 HWY 6 S, College Station, TX 77845"
Vision Trends - College Station,"1796 Graham Rd, College Station, TX 77845"
Cameron Optical,"15260 Hwy 105 West, Montgomery, TX 77356"
Today's Vision Conroe,"2257 North Loop 336 West, Conroe, TX 77304"
Dejean & Kuglen Eye Associates,"400 S. Loop 336 West, Conroe, TX 77304"
LIFETIME EYECARE ASSOCIATES,"6704 STERLING RIDGE DR, THE WOODLANDS, TX 77382"
Graham Eye Associates PLLC,"10700 Kuykendahl Rd, The Woodlands, TX 77381"
Angelina Eye Center,"2801 S John Redditt Dr, Lufkin, TX 75904"
Vision Source Northpark,"23822 Hwy 59 N, Kingwood, TX 77339"
Risinger Eye Clinic #2305,"3908 Parliment Drive, Alexandria, LA 71303"
OPTIS,"CENTRE COMMERCIAL LA GALERIE, LE MARIN, 9B 97290"
Spectacle Shop Inc,"20251 Long Lake Dr, Hammond, LA 70403"
Kebert Optical Dispensary,"1307 Aston Ave., McComb, MS 39648"
Eye Works,"3901 Hardy St, Hattiesburg, MS 39402"
Green Eye Midtown Optical,"2901 Arlington Loop, Hattiesburg, MS 39401"
Bay Eyes Spectacular,"75 Shell Street, Saraland, AL 36571"
Premier Medical Group,"2880 Dauphin Street, Mobile, AL 36606"
"Bar King, Inc","9 Dauphin Street, Mobile, AL 36602"
Baldwin Eye Clinic,"27900 North Main Street, Daphne, AL 36526"
Gulf Coast Vision Center Inc II,"460 E. Nine Mile Rd, Pensacola, FL 32514"
Florida Ophthalmic Affiliates,"9050 University Parkway, Pensacola, FL 32514"
