Name,Address
VISUAL EYES AT MIZNER PK,"333 PLAZA REAL, BOCA RATON, FL 33432"
ELOA KOSH POMPANO BEACH 20221,"2901 W MCNAB RD, POMPANO BEACH, FL 33069"
BISCAYNE OPTICAL,"7901 BISCAYNE BLVD, MIAMI, FL 33138"
BLUE SHADES LIMITED,"2706 NW 29TH TERRACE, LAUDERDALE LAKES, FL 33311-2037"
CLEAR VISION EXPRESS,"1720 S ZAPATA HWY, LAREDO, TX 78046"
DAVID SAUL MORA OD,"1601 CORPUS CHRISTI ST, LAREDO, TX 78043-3302"
OCULAR SERVICES INC,"2165 TAMIAMI TRL S, VENICE, FL 34293-5034"
UNIVERSITY STOCK ORDERS,"1360 E VENICE AVE, VENICE, FL 34285"
CENTER FOR SIGHT PL,"1360 E VENICE AVE, VENICE, FL 34285-9066"
SUN COAST EYE HEALTH,"101 CAPRI ISLES BLVD STE 101, VENICE, FL 34292-3197"
CARR AND FESSENDEN,"4114 S TAMIAMI TRL, SARASOTA, FL 34231"
CENTER FOR SIGHT- US 41,"2601 S TAMIAMI TRAIL, SARASOTA, FL 34239"
TODD MORGAN OD,"2020 CATTLEMEN RD STE 500, SARASOTA, FL 34232-6284"
IN FOCUS FAMILY EYECARE,"8120 LAKEWOOD MAIN ST STE 101, BRADENTON, FL 34202"
BAYSHORE EYE CARE,"5632 26TH ST W, BRADENTON, FL 34207-3515"
SINCLAIR & CAMP/EYECARE E,"9122 58TH DR E, BRADENTON, FL 34202-9187"
BEALL'S DISTRIBUTION CTR,"2100 47TH TERRACE AVE E, BRADENTON, FL 34203"
EYE CENTER INC,"2003 CORTEZ RD W, BRADENTON, FL 34207-1241"
THE EYE ASSOCIATES OF MANATEE,"2203 61ST ST W, BRADENTON, FL 34209-5531"
RUTKOWSKY EYECARE,"5005 MANATEE AVE W, BRADENTON, FL 34209"
EYE CENTER INC.,"5106 MANATEE AVE W, BRADENTON, FL 34209-3739"
MANATEE FAMILY EYECARE PC,"501 VILLAGE GREEN PKWY STE 3, BRADENTON, FL 34209"
SPECTACULAR EYECARE LLC,"415 W HICKPOCHEE AVE, LA BELLE, FL 33935"
OKEECHOBEE VALUE SPECS,"1611 S PARROTT AVE, OKEECHOBEE, FL 34974-6180"
BIG LAKE EYE CARE,"606 N PARROTT AVE, OKEECHOBEE, FL 34972-2646"
FLORIDA VISION OPT-INNOVATION,"10050 SW INNOVATION WY STE 101, PORT SAINT LUCIE, FL 34987"
FLORIDA VISION OPTIQUE,"10050 SW INNOVATION WAY STE 101, PORT SAINT LUCIE, FL 34987"
EYE & EAR,"11924 FOREST HILL BLVD STE 31, WELLINGTON, FL 33414"
PEARLE,"ROYAL PALM BEACH, ROYAL PALM BEACH, FL 33411"
JOLENE A REITER OD,"129 S STATE RD 7 STE 404, WELLINGTON, FL 33414-4379"
OPTICAL DEPARTMENT,"7101 FAIRWAY DR 1ST FL, PALM BEACH GARDENS, FL 33418"
THE ELITE VISION CARE INC,"4252 NORTHLAKE BLVD, PALM BEACH GARDENS, FL 33410"
MARCIANO FAMILY OPTOMETRIC PA,"1788 N JOG RD, WEST PALM BEACH, FL 33411"
OPTICAL SERVICE,"4820 OKEECHOBEE BLVD, WEST PALM BEACH, FL 33417-4628"
MARCIANO FAMILY VISION ASSOCIATES,"11380 PROSPERITY FARMS RD STE 120, PALM BEACH GARDENS, FL 33410"
DR CATHERINE LOWE,"11380 PRSPRTY FMS RD STE 112, PALM BEACH GARDENS, FL 33410-3450"
DEBRA A SHIM OD,"451 UNIVERSITY BLVD STE 102, JUPITER, FL 33458-3102"
GENERATION ONE INC,"2532 OKEECHOBEE BLVD, WEST PALM BEACH, FL 33409-4006"
CHRISTOPHER MILLER OD PA,"250 S CENTRAL BLVD STE 107, JUPITER, FL 33458-8812"
KELSO EYE CARE,"2205 W INDIANTOWN RD, JUPITER, FL 33458-7917"
AW EYECARE LLC,"2545 STATE RD 7 STE 10, WELLINGTON, FL 33414"
DOUGLAS L STEPHENSON OD,"13901 US HIGHWAY 1 STE 12, JUNO BEACH, FL 33408-1612"
DR JOEL N HERSCH,"935 MILITARY TRL STE 101, JUPITER, FL 33458-7009"
FAMILY VISION CENTER PA,"3175 STATE RD 7 STE 100, WELLINGTON, FL 33449"
JASPER EYECARE,"319 BELVEDERE RD STE 1, WEST PALM BEACH, FL 33405-1231"
CLEAR VUE EYE CENTER,"7657 LAKE WORTH RD, LAKE WORTH, FL 33467-2534"
GREENLAKE EYECARE,"3967 S JOG RD, LAKE WORTH, FL 33467-1512"
RAYMOND E SCHWARTZ OD,"3015 S CONGRESS AVE STE 8, PALM SPRINGS, FL 33461"
VISION PRECISION HOLDINGS,"3801 S CONGRESS AVE, PALM SPRINGS, FL 33461-4140"
"BARTON PARKER, OD","6201 S JOG RD STE 104, LAKE WORTH, FL 33467-6576"
GDI OPTICAL LLC,"6586 HYPOLUXO RD STE 105, LAKE WORTH, FL 33467"
BHAKTA OPTEMETRIC INC,"8755 HYPOLUXO RD STE 2, LAKE WORTH, FL 33467"
ERICKSON & COSTELLO,"1280 W LANTANA RD STE 1, LANTANA, FL 33462-1543"
EYE SITE OF BOYNTON,"6641 W BOYNTON BEACH BLVD, BOYNTON BEACH, FL 33437"
HEALTH CITY OPTICAL,"10301 HAGEN RANCH RD STE 500, BOYNTON BEACH, FL 33437-3781"
I SEE VISION CARE PA,"6651 WOOLBRIGHT RD STE 112, BOYNTON BEACH, FL 33437"
GREG PIENTKA OD,"640 W BOYNTON BEACH BLVD, BOYNTON BEACH, FL 33426-3637"
THE ELITE VISION CARE-BOYNTON BCH,"3615 WOOLBRIGHT RD, BOYNTON BEACH, FL 33436"
BARRY A FRANKEL,"514 E WOOLBRIGHT RD, BOYNTON BEACH, FL 33435"
PRECISION EYEWEAR,"16201 S MILITARY TRL, DELRAY BEACH, FL 33484-6503"
SEA VIEW OPTICAL,"1705 S FEDERAL HWY STE A8, DELRAY BEACH, FL 33483"
JS DAVIS LLC,"2660 SW IMMANUEL  DR, PALM CITY, FL 34990"
FLORIDA VISION OPTIQUE-STUART,"1050 SE MONTEREY RD STE 103, STUART, FL 34994"
VISUAL EYES AT BOCA RATON,"1200 S ROGERS CIRCLE STE 16, BOCA RATON, FL 33487"
"EYEWEAR OF STUART, INC","2090 SE OCEAN BLVD, STUART, FL 34996-3304"
FAMILY EYEWEAR INC,"8177 GLADES RD STE 3, BOCA RATON, FL 33434-4063"
COHENS FASHION OPT #68,"6000 GLADES RD  #1040, BOCA RATON, FL 33431"
DR MARCUS D HINOJOSA,"5707 SPRINGFIELD AVE, LAREDO, TX 78041"
"ALFRED TREVINO, MD","1006 E HILLSIDE RD, LAREDO, TX 78041-3287"
CLEAR VISION EXPRESS LAREDO 3 LLC,"9902 MCPHERSON RD STE 14 & 15, LAREDO, TX 78045"
CLEAR VISION EXPRESS LTP,"5401 MCPHERSON RD STE 13, LAREDO, TX 78041"
PAUL TRAN OD,"5702 MCPHERSON RD UNIT 21, LAREDO, TX 78041"
TIMES SQUARE OPTICAL,"7917 MCPHERSON ROAD SUITE 206, LAREDO, TX 78045"
FLORES EYECARE CLINIC,"2329 JACAMAN RD STE 15, LAREDO, TX 78041-6403"
CLOUD EYE ASSOCIATES,"559 N US HWY 281  STE A, ALICE, TX 78332"
"RAYMUND GARZA, OD","777 N TEXAS BLVD, ALICE, TX 78332-3883"
FIVE POINTS EYECARE PLLC,"4101 IH 69 ACCESS RD STE B3, CORPUS CHRISTI, TX 78410-4542"
HERIBERTO D RAMOS OD,"7042 S STAPLES ST STE 101, CORPUS CHRISTI, TX 78413"
FAMILY VISION ASSOCIATES,"5431 EVERHART RD, CORPUS CHRISTI, TX 78411-4805"
EYE INSTITUTE OPTICAL LLC,"1225 W BAY DR, LARGO, FL 33770"
EYE DESIGNS OPTICAL AND,"2875 TYRONE BLVD N, SAINT PETERSBURG, FL 33710"
SHETTLE OPTICAL SOLUTIONS INC,"670 CLEARWATER LARGO RD N #B, LARGO, FL 33770-2377"
JEFFREY D PHILLIPS OD,"1903 TYRONE BLVD N, SAINT PETERSBURG, FL 33710-4841"
OPTICAL SUPPORT GROUP,"13170A 91ST ST, LARGO, FL 33773"
OPTICAL FACTORY-SHOWROOM,"800 E BAY DR STE G, LARGO, FL 33770-2553"
RICHARD SORKIN OD PA,"5100 CENTRAL AVE, SAINT PETERSBURG, FL 33707-1833"
FUTURE OPTICS,"11333 47TH ST N, CLEARWATER, FL 33762"
TARA CAMARGO OD,"929 1ST AVE N, SAINT PETERSBURG, FL 33705"
SUNCOAST MEDICAL CLC,"620 10TH ST N STE 2C, SAINT PETERSBURG, FL 33705"
ON SIGHT OPTICAL INC.,"2120 CALUMET ST STE 3, CLEARWATER, FL 33765-1325"
ON SIGHT OPTICAL INC,"2120 CALUMET ST  STE 3, CLEARWATER, FL 33765"
EYE SITE OF TAMPA BAY,"2560 GULF TO BAY BLVD STE 100, CLEARWATER, FL 33765"
VIP EYECARE,"2201 4TH ST N STE A, ST PETERSBURG, FL 33704"
DR MARIA LOULOURGAS PA,"928 CURLEW RD, DUNEDIN, FL 34698"
D SCOTT SHETTLE OD PA,"8501 4TH ST N, SAINT PETERSBURG, FL 33702"
MANATEE FAMILY EYECARE PC,"319 7TH ST W, PALMETTO, FL 34221-5206"
OPTICAL OUTFITTERS LLC,"242 HARBOR VILLAGE LN, APOLLO BEACH, FL 33572"
NEHAUL & STRYKER OD PLLC,"13135 KINGS LAKE DR STE 101, GIBSONTON, FL 33534"
BRITTON PLAZA VISION CENTER INC,"3802A BRITTON PLAZA, TAMPA, FL 33611-1406"
OPT-ISM,"1155 S DALE MABRY HWY, TAMPA, FL 33629"
EYE SITE CENTER INC,"9433 BALM RIVERVIEW RD STE 102, RIVERVIEW, FL 33569"
ABSOLUTELY OPTICAL,"2223 N WEST SHR BLVD STE 169B, TAMPA, FL 33607-5962"
THE OPTICAL SHOP OF,"3000 W  MARTIN LUTHER KING BLVD, TAMPA, FL 33607"
SAFETY HARBOR OPTICAL,"330 MAIN ST, SAFETY HARBOR, FL 34695-3645"
BLOOMINGDALE EYE CARE,"407 W BLOOMINGDALE AVE, BRANDON, FL 33511-7401"
VISION SOURCE,"1180 NIKKI VIEW DR, BRANDON, FL 33511-4868"
SEVIGNY & JOHNSON EYE CARE PA,"210 US 27 N, AVON PARK, FL 33825"
EYE SPECIALISTS OF MID FL,"5032 US HIGHWAY 27 N, SEBRING, FL 33870-1354"
EYE SPECIALIST,"2004 COUNTY ROAD 540 A, LAKELAND, FL 33813"
EYE SPECIALISTS OF MID FL,"2800A RIDGE WAY STE 100, LAKE WALES, FL 33859-6807"
EYE SPECIALISTS,"407 AVENUE K SE, WINTER HAVEN, FL 33880-4126"
KEVIN HENNE OD,"410 E CENTRAL AVE, WINTER HAVEN, FL 33880-3050"
MISADA LTD INC,"1371 TOWN CENTER DR, LAKELAND, FL 33803"
EYE SPECIALISTS OF MID  FLORIDA,"3350 HARDEN BLVD, LAKELAND, FL 33803-7977"
EYE SPECIALISTS OF MID FL,"202 MAGNOLIA AVE, AUBURNDALE, FL 33823"
SOUTHERN EYE CARE ASSOCIATES LLC,"3307 LITHA PINECREST RD, VALRICO, FL 33596"
DR. BARRY GAFFNEY,"2002 S ALEXANDER ST, PLANT CITY, FL 33563-8410"
MAXIM-EYES OPTICAL INC,"2615 E STATE RD 60, VALRICO, FL 33594"
KENT M SIEBOLDT OD PA,"324 E BLOOMINGDALE AVE, BRANDON, FL 33511-8155"
DARRELL R WALTER OD,"107 KINGSWAY RD, BRANDON, FL 33510-4601"
BRANDON EYE ASSOCIATES,"540 MEDICAL OAKS AVE STE 103, BRANDON, FL 33511-5995"
CARSON OPTICAL,"201 S KINGS 4, BRANDON, FL 33511"
EYE SPECIALISTS,"100 PATTERSON RD, HAINES CITY, FL 33844-7840"
FAMILY VISION ENTERPRISES INC,"1929A W BRANDON BLVD, BRANDON, FL 33511"
STACEY A WALKER OD PA,"13250 N 56TH ST STE 102, TEMPLE TERRACE, FL 33617"
BREVARD EYE CENTER,"PALM BAY WEST, PALM BAY, FL 32907"
LKS HOLDINGS INC,"792 S US HIGHWAY 1, VERO BEACH, FL 32962-4701"
"MICHAEL K GROFIK, OD PA","278 N WICKHAM RD, MELBOURNE, FL 32935-8625"
EYE SUPPLY LLC,"785 N WICKHAM RD STE 106, MELBOURNE, FL 32935-8857"
